Data/Hora;Dia;Mês;Ano;Data;Hora;Baixa Tensão (kWh);Média Tensão (kWh);Alta Tensão (kWh);Muito Alta Tensão (kWh);Total (kWh)
2025-02-03T02:00:00+00:00;03;02;2025;2025-02-03;02:00;653963.502846;310584.1898;215713.1526;90951.9124;1271212.757646
2025-02-03T02:30:00+00:00;03;02;2025;2025-02-03;02:30;631933.431537;310887.5396;210287.6695;88351.1451;1241459.7857370002
2025-02-05T11:00:00+00:00;05;02;2025;2025-02-05;11:00;952743.954341;605452.7147;193232.8612;92848.4778;1844278.0080409998
2025-02-06T06:45:00+00:00;06;02;2025;2025-02-06;06:45;711199.351796;479163.5416;226924.6414;93871.9082;1511159.442996
2025-02-07T17:00:00+00:00;07;02;2025;2025-02-07;17:00;1019815.468928;636191.9866;230137.0431;50533.3705;1936677.8691279998
2025-02-09T01:00:00+00:00;09;02;2025;2025-02-09;01:00;770940.471069;286938.2528;198055.2314;81332.4282;1337266.383469
2025-02-10T09:30:00+00:00;10;02;2025;2025-02-10;09:30;941791.730037;659615.9649;220404.8295;88019.9494;1909832.473837
2025-02-11T19:15:00+00:00;11;02;2025;2025-02-11;19:15;1301558.834142;565051.1075;227843.7627;44528.7206;2138982.424942
2025-02-12T13:30:00+00:00;12;02;2025;2025-02-12;13:30;879946.891695;543517.7081;212568.5486;91967.6825;1728000.8308950001
2025-02-13T15:15:00+00:00;13;02;2025;2025-02-13;15:15;865836.292804;636292.882;214897.549;90323.0265;1807349.7503039998
2025-02-14T15:30:00+00:00;14;02;2025;2025-02-14;15:30;847477.81912;602040.6079;219058.9982;75382.2266;1743959.6518199998
2025-02-15T13:45:00+00:00;15;02;2025;2025-02-15;13:45;923831.617415;329027.5969;190961.2003;90698.8948;1534519.3094149998
2025-02-16T19:15:00+00:00;16;02;2025;2025-02-16;19:15;1157940.336614;343683.2562;207963.4549;67423.8596;1777010.907314
2025-02-19T14:45:00+00:00;19;02;2025;2025-02-19;14:45;862676.377854;622465.7399;200090.3644;93667.6937;1778900.175854
2025-02-20T21:30:00+00:00;20;02;2025;2025-02-20;21:30;1142261.364731;507234.2633;225183.3338;73287.3658;1947966.327631
2025-02-21T02:45:00+00:00;21;02;2025;2025-02-21;02:45;563563.515086;398100.0502;209481.451;89867.0039;1261012.020186
2025-02-22T13:45:00+00:00;22;02;2025;2025-02-22;13:45;846504.100254;309720.6372;174413.1875;86990.3495;1417628.274454
2025-02-23T18:45:00+00:00;23;02;2025;2025-02-23;18:45;1041437.723229;342633.8228;208335.4319;53405.1834;1645812.161329
2025-02-27T08:45:00+00:00;27;02;2025;2025-02-27;08:45;854559.883224;654775.3483;219355.6958;77096.2035;1805787.1308239999
2025-02-27T20:15:00+00:00;27;02;2025;2025-02-27;20:15;1364148.821637;537621.5524;220503.0391;48795.1295;2171068.542637
2025-03-04T19:30:00+00:00;04;03;2025;2025-03-04;19:30;1216917.450537;379092.2124;196267.5832;73440.6646;1865717.9107370002
2025-03-05T11:15:00+00:00;05;03;2025;2025-03-05;11:15;992154.233695;669116.5265;202400.3253;90047.6839;1953718.769395
2025-03-06T12:45:00+00:00;06;03;2025;2025-03-06;12:45;946600.812266;574652.7843;193690.4653;90148.7112;1805092.773066
2025-03-06T21:00:00+00:00;06;03;2025;2025-03-06;21:00;1241481.280709;521302.0816;205351.8733;69042.4748;2037177.710409
2025-03-10T19:15:00+00:00;10;03;2025;2025-03-10;19:15;1354924.40213;566231.7694;218711.1808;50152.944;2190020.2963300003
2025-03-15T09:00:00+00:00;15;03;2025;2025-03-15;09:00;776413.46201;349571.3649;192878.5483;76081.9266;1394945.30181
2025-03-16T09:30:00+00:00;16;03;2025;2025-03-16;09:30;730802.597895;260982.2858;180075.8175;92155.129;1264015.8301950002
2025-03-17T00:00:00+00:00;17;03;2025;2025-03-17;00:00;811777.661273;310212.8473;200525.4755;91931.2575;1414447.2415729999
2025-03-17T20:00:00+00:00;17;03;2025;2025-03-17;20:00;1332914.828138;544406.8365;211584.6673;49752.392;2138658.7239380004
2025-03-17T21:45:00+00:00;17;03;2025;2025-03-17;21:45;1187195.125596;501724.3219;212726.5555;51861.4892;1953507.4921960002
2025-03-20T06:15:00+00:00;20;03;2025;2025-03-20;06:15;561799.344454;405252.4769;208586.3038;95582.3959;1271220.5210540001
2025-03-21T03:30:00+00:00;21;03;2025;2025-03-21;03:30;577392.273789;393925.3384;207244.8772;94512.6867;1273075.176089
2025-03-22T07:45:00+00:00;22;03;2025;2025-03-22;07:45;693976.268502;375554.0418;196243.0558;95516.5067;1361289.872802
2025-03-22T21:00:00+00:00;22;03;2025;2025-03-22;21:00;1248899.819371;354323.1854;190442.829;76316.3555;1869982.189271
2025-04-02T09:30:00+01:00;02;04;2025;2025-04-02;09:30;709865.332909;635562.4883;202870.6373;83641.5166;1631939.975109
2025-04-05T11:00:00+01:00;05;04;2025;2025-04-05;11:00;765869.839403;342809.0041;180443.3823;84528.7822;1373651.008003
2025-04-07T17:45:00+01:00;07;04;2025;2025-04-07;17:45;631418.272532;506168.0898;211013.2539;47723.3543;1396322.9705319998
2025-04-09T10:00:00+01:00;09;04;2025;2025-04-09;10:00;660064.607954;572882.3487;202389.3824;81680.6698;1517017.0088540001
2025-04-10T03:00:00+01:00;10;04;2025;2025-04-10;03:00;422269.060242;395571.8673;215700.0104;87451.0842;1120992.022142
2025-04-11T04:00:00+01:00;11;04;2025;2025-04-11;04:00;385486.121541;392073.432;221733.9387;90502.5011;1089795.993341
2025-04-11T10:30:00+01:00;11;04;2025;2025-04-11;10:30;645450.540818;650061.9295;220530.9794;87670.5119;1603713.961618
2023-01-01T14:30:00+00:00;01;01;2023;2023-01-01;14:30;855419.546992;230881.8538;140172.8437;29190.7687;1255665.0131919999
2023-01-01T15:00:00+00:00;01;01;2023;2023-01-01;15:00;846371.114657;232149.0782;140102.9608;30179.3411;1248802.4947570001
2023-01-01T19:30:00+00:00;01;01;2023;2023-01-01;19:30;1016623.806923;244969.9638;143327.3947;30598.5973;1435519.762723
2023-01-07T19:30:00+00:00;07;01;2023;2023-01-07;19:30;1264415.709107;347591.7508;178750.4097;68703.6354;1859461.505007
2023-01-08T12:45:00+00:00;08;01;2023;2023-01-08;12:45;1112551.232333;307493.0873;169810.6753;66300.2563;1656155.251233
2023-01-09T23:00:00+00:00;09;01;2023;2023-01-09;23:00;941865.655643;429512.0649;181124.2389;85046.2868;1637548.246243
2023-01-11T17:45:00+00:00;11;01;2023;2023-01-11;17:45;933699.976854;603215.5168;215364.9375;51036.5813;1803317.012454
2023-01-12T05:00:00+00:00;12;01;2023;2023-01-12;05:00;562803.840223;380583.4287;194157.6429;91629.8361;1229174.747923
2023-01-13T03:30:00+00:00;13;01;2023;2023-01-13;03:30;582355.763103;379978.1155;189671.5374;92344.329;1244349.745003
2023-01-13T13:00:00+00:00;13;01;2023;2023-01-13;13:00;897361.162084;540516.6503;210198.5896;81499.3584;1729575.7603840001
2023-01-14T10:15:00+00:00;14;01;2023;2023-01-14;10:15;889839.367051;379112.217;179987.5345;80836.145;1529775.263551
2023-01-14T12:30:00+00:00;14;01;2023;2023-01-14;12:30;1020268.819853;358879.9805;177781.5424;84734.4244;1641664.7671529998
2023-01-15T08:15:00+00:00;15;01;2023;2023-01-15;08:15;606231.068114;289181.2168;178189.8537;85955.1037;1159557.2423140001
2023-01-16T00:00:00+00:00;16;01;2023;2023-01-16;00:00;811152.355087;289339.6486;184263.7387;90373.7689;1375129.511287
2023-01-16T01:15:00+00:00;16;01;2023;2023-01-16;01:15;676115.424567;298379.2517;186020.4808;79636.3516;1240151.5086669999
2023-01-16T11:15:00+00:00;16;01;2023;2023-01-16;11:15;991041.315414;665206.2328;196839.0931;69069.1023;1922155.7436139998
2023-01-19T00:45:00+00:00;19;01;2023;2023-01-19;00:45;784000.47841;405052.1446;204258.1696;92061.9461;1485372.73871
2023-01-20T00:00:00+00:00;20;01;2023;2023-01-20;00:00;892822.803267;415256.4904;204532.1787;83875.0308;1596486.5031670001
2023-01-20T16:30:00+00:00;20;01;2023;2023-01-20;16:30;961794.613144;629841.4266;211049.3307;65131.6468;1867817.017244
2023-01-21T20:30:00+00:00;21;01;2023;2023-01-21;20:30;1221290.692469;337110.0855;187528.223;53170.2564;1799099.257369
2023-01-22T08:00:00+00:00;22;01;2023;2023-01-22;08:00;610929.030641;288284.3064;183689.4198;66663.4931;1149566.249941
2023-01-23T20:45:00+00:00;23;01;2023;2023-01-23;20:45;1412454.438264;502088.4845;199076.141;44608.9219;2158227.985664
2023-01-24T12:15:00+00:00;24;01;2023;2023-01-24;12:15;1021666.03957;600516.6875;188175.1603;87817.6091;1898175.4964700001
2023-01-24T15:15:00+00:00;24;01;2023;2023-01-24;15:15;935252.239656;638849.3299;198131.5005;80193.1815;1852426.2515560002
2023-01-25T04:00:00+00:00;25;01;2023;2023-01-25;04:00;650613.269667;385427.0407;195446.1865;84452.7416;1315939.2384670002
2023-01-26T09:00:00+00:00;26;01;2023;2023-01-26;09:00;1005843.72162;689561.8631;203734.3963;69602.0117;1968741.9927199997
2023-01-28T20:00:00+00:00;28;01;2023;2023-01-28;20:00;1432283.076647;352850.7898;186395.3208;41849.0448;2013378.2320469997
2023-01-30T05:15:00+00:00;30;01;2023;2023-01-30;05:15;640400.641498;317796.8614;190386.0188;80218.4671;1228801.988798
2023-01-31T09:45:00+00:00;31;01;2023;2023-01-31;09:45;1042494.142364;676098.3749;194728.2997;83656.445;1996977.2619640003
2023-01-31T11:00:00+00:00;31;01;2023;2023-01-31;11:00;1041525.552791;651156.287;191143.4979;70009.9274;1953835.265091
2023-02-06T02:15:00+00:00;06;02;2023;2023-02-06;02:15;633966.028454;301320.2729;187516.0936;83612.1178;1206414.5127539998
2023-02-06T12:00:00+00:00;06;02;2023;2023-02-06;12:00;939974.203724;596931.1995;185268.5091;76228.0807;1798401.993024
2023-02-06T23:15:00+00:00;06;02;2023;2023-02-06;23:15;1007834.145525;429781.4927;197533.6937;32493.6799;1667643.0118250002
2023-02-07T07:45:00+00:00;07;02;2023;2023-02-07;07:45;826743.861227;529096.8239;210159.7154;53237.8433;1619238.243827
2023-02-08T18:30:00+00:00;08;02;2023;2023-02-08;18:30;1222231.043045;584688.3294;212969.3273;65347.5708;2085236.270545
2023-02-09T19:15:00+00:00;09;02;2023;2023-02-09;19:15;1270949.54292;546751.443;204817.8285;59468.6885;2081987.5029199999
2023-02-09T20:00:00+00:00;09;02;2023;2023-02-09;20:00;1344980.684325;526594.0572;201521.3671;57135.8683;2130231.976925
2023-02-09T20:30:00+00:00;09;02;2023;2023-02-09;20:30;1340610.615416;508346.0825;201796.67;55882.6167;2106635.9846159997
2023-02-11T02:30:00+00:00;11;02;2023;2023-02-11;02:30;667502.844422;351766.9134;196542.9279;78332.3178;1294145.003522
2023-02-13T15:45:00+00:00;13;02;2023;2023-02-13;15:45;838735.139124;623268.1876;216269.5349;62043.3991;1740316.260724
2023-02-14T14:00:00+00:00;14;02;2023;2023-02-14;14:00;856381.240054;585303.5584;211243.4368;64777.2577;1717705.4929540001
2023-02-14T21:15:00+00:00;14;02;2023;2023-02-14;21:15;1184038.914633;489699.7637;212281.6945;37131.8729;1923152.245733
2023-02-14T23:30:00+00:00;14;02;2023;2023-02-14;23:30;881946.786117;428161.0105;213179.8797;56565.8098;1579853.4861169998
2023-02-16T06:00:00+00:00;16;02;2023;2023-02-16;06:00;569912.149582;403912.5293;207726.165;58297.6461;1239848.489982
2023-02-16T13:30:00+00:00;16;02;2023;2023-02-16;13:30;794559.634043;538478.0346;209454.9167;76092.9003;1618585.485643
2023-02-16T19:15:00+00:00;16;02;2023;2023-02-16;19:15;1115614.872373;539997.3647;217689.2269;38768.7695;1912070.2334730001
2023-02-17T14:45:00+00:00;17;02;2023;2023-02-17;14:45;799916.174207;582271.9949;207594.9177;63032.9039;1652815.990707
2023-02-18T07:00:00+00:00;18;02;2023;2023-02-18;07:00;567834.529509;350582.5092;200551.1908;49457.5169;1168425.746409
2023-02-20T10:45:00+00:00;20;02;2023;2023-02-20;10:45;846608.440644;506694.5208;198946.4763;57806.5477;1610055.985444
2023-02-25T02:45:00+00:00;25;02;2023;2023-02-25;02:45;639071.805441;352606.6085;206975.2212;76828.1092;1275481.744341
2023-02-27T03:00:00+00:00;27;02;2023;2023-02-27;03:00;589923.525159;301860.8435;197149.752;77081.3856;1166015.506259
2023-02-27T22:30:00+00:00;27;02;2023;2023-02-27;22:30;1132052.90272;456205.4567;210610.5496;82284.5834;1881153.49242
2023-02-28T05:45:00+00:00;28;02;2023;2023-02-28;05:45;604878.687426;402662.1642;210314.3066;87842.5939;1305697.7521260001
2023-02-28T08:45:00+00:00;28;02;2023;2023-02-28;08:45;906233.708956;651113.0876;208752.8174;65253.1513;1831352.7652560002
2023-03-01T22:45:00+00:00;01;03;2023;2023-03-01;22:45;1132812.764395;455167.6455;211270.1485;72786.1973;1872036.7556950003
2023-03-02T12:15:00+00:00;02;03;2023;2023-03-02;12:15;969509.646227;571414.3236;188224.9309;62078.838;1791227.738727
2023-03-05T05:15:00+00:00;05;03;2023;2023-03-05;05:15;580714.771893;265662.0355;188969.9466;56237.4959;1091584.2498930001
2023-03-11T08:45:00+00:00;11;03;2023;2023-03-11;08:45;680829.344579;381859.6049;190192.1584;87942.3873;1340823.495179
2023-03-11T12:30:00+00:00;11;03;2023;2023-03-11;12:30;916284.013399;353920.0603;182155.1337;78507.3023;1530866.509699
2023-03-12T13:30:00+00:00;12;03;2023;2023-03-12;13:30;762943.809697;270779.7948;173501.6439;88297.2598;1295522.5081969998
2023-03-14T11:45:00+00:00;14;03;2023;2023-03-14;11:45;804042.680688;588876.1333;197328.5787;84426.1186;1674673.511288
2023-03-15T22:15:00+00:00;15;03;2023;2023-03-15;22:15;894190.973719;455955.1301;206759.7954;73990.3606;1630896.259819
2023-03-16T05:00:00+00:00;16;03;2023;2023-03-16;05:00;489645.332451;383760.3384;203624.1328;71249.1894;1148278.993051
2023-03-17T00:30:00+00:00;17;03;2023;2023-03-17;00:30;647496.704447;405637.8991;212411.9955;67476.4041;1333023.003147
2023-03-17T07:15:00+00:00;17;03;2023;2023-03-17;07:15;603748.597837;472089.8101;216284.1388;64974.7029;1357097.249637
2023-03-23T20:30:00+00:00;23;03;2023;2023-03-23;20:30;1070473.113629;502958.847;219668.0518;64941.2204;1858041.232829
2023-03-24T05:15:00+00:00;24;03;2023;2023-03-24;05:15;503589.896749;390988.3688;213916.0437;85124.4315;1193618.7407489999
2023-03-26T14:00:00+01:00;26;03;2023;2023-03-26;14:00;677327.796839;259825.0996;190491.1781;88910.6816;1216554.756139
2023-03-27T07:30:00+01:00;27;03;2023;2023-03-27;07:30;597543.255028;448770.2104;221804.5738;87220.7168;1355338.756028
2023-03-27T21:30:00+01:00;27;03;2023;2023-03-27;21:30;924564.028412;478229.5375;211082.3774;49702.3062;1663578.249512
2023-03-29T03:30:00+01:00;29;03;2023;2023-03-29;03:30;458068.522133;382506.5408;210535.2262;92779.2046;1143889.493733
2023-03-30T05:30:00+01:00;30;03;2023;2023-03-30;05:30;466300.75838;395277.2078;217013.7627;87103.027;1165694.75588
2023-04-02T00:45:00+01:00;02;04;2023;2023-04-02;00:45;595117.494875;278628.2385;203510.7253;80250.7868;1157507.2454749998
2023-04-02T05:45:00+01:00;02;04;2023;2023-04-02;05:45;465911.442318;265977.6823;195885.0156;80596.3555;1008370.495718
2023-04-04T04:00:00+01:00;04;04;2023;2023-04-04;04:00;465061.289667;375365.4843;210282.1272;93525.1034;1144234.0045669999
2023-04-04T07:30:00+01:00;04;04;2023;2023-04-04;07:30;559707.025768;484142.9924;214085.9229;70656.0659;1328592.0069680002
2023-04-04T08:15:00+01:00;04;04;2023;2023-04-04;08:15;649641.408244;566937.7298;215962.1229;72467.5001;1505008.7610440003
2023-04-05T23:30:00+01:00;05;04;2023;2023-04-05;23:30;688392.34367;423249.7639;213946.8299;62440.3149;1388029.25237
2023-04-06T23:00:00+01:00;06;04;2023;2023-04-06;23:00;733763.169967;411641.7695;206384.3273;71759.9875;1423549.2542670001
2023-04-07T14:15:00+01:00;07;04;2023;2023-04-07;14:15;645395.365064;312563.9889;183856.0782;83476.068;1225291.5001639999
2023-04-08T01:45:00+01:00;08;04;2023;2023-04-08;01:45;508250.166524;281290.268;185569.2485;60186.5693;1035296.2523239999
2023-04-10T21:30:00+01:00;10;04;2023;2023-04-10;21:30;843305.469673;399792.7238;186007.3614;50904.9507;1480010.505573
2023-04-13T01:00:00+01:00;13;04;2023;2023-04-13;01:00;548639.109497;404293.6103;207754.7639;94160.7613;1254848.2449969999
2023-04-13T06:30:00+01:00;13;04;2023;2023-04-13;06:30;496620.914241;437536.102;211053.4344;96074.79;1241285.240641
2023-04-13T18:30:00+01:00;13;04;2023;2023-04-13;18:30;705957.013786;510418.0696;210603.5327;52373.6406;1479352.2566860002
2023-04-13T18:45:00+01:00;13;04;2023;2023-04-13;18:45;724497.429371;510942.6297;213576.8116;51786.3673;1500803.237971
2023-04-14T13:30:00+01:00;14;04;2023;2023-04-14;13:30;786085.622806;558557.4986;197119.9516;70786.6836;1612549.7566060002
2023-04-16T20:15:00+01:00;16;04;2023;2023-04-16;20:15;778100.659435;321738.4486;194020.921;93338.2185;1387198.247535
2023-04-16T22:15:00+01:00;16;04;2023;2023-04-16;22:15;768593.931824;311935.6907;197273.6524;98437.4779;1376240.752824
2023-04-20T08:00:00+01:00;20;04;2023;2023-04-20;08:00;589959.983281;520280.1815;216009.7611;64701.317;1390951.242881
2023-04-21T18:15:00+01:00;21;04;2023;2023-04-21;18:15;731884.296525;519962.0716;216263.7556;72497.8764;1540608.000125
2023-04-22T17:00:00+01:00;22;04;2023;2023-04-22;17:00;597572.39748;307362.5868;192158.965;85113.5497;1182207.4989800001
2023-04-22T19:30:00+01:00;22;04;2023;2023-04-22;19:30;736028.106292;327135.6759;194333.5136;65985.9408;1323483.236592
2023-04-23T03:15:00+01:00;23;04;2023;2023-04-23;03:15;467503.051451;264448.1988;192603.0764;67498.4191;992052.745751
2023-04-23T05:45:00+01:00;23;04;2023;2023-04-23;05:45;451039.199592;262710.4818;192490.816;65012.0042;971252.501592
2023-04-23T12:15:00+01:00;23;04;2023;2023-04-23;12:15;757812.124468;278837.1163;188208.4946;70599.2785;1295457.0138680001
2023-04-24T08:45:00+01:00;24;04;2023;2023-04-24;08:45;627807.326598;480051.1111;201322.8357;67116.2251;1376297.498498
2023-04-29T21:30:00+01:00;29;04;2023;2023-04-29;21:30;808684.080056;339332.7032;185565.8714;64461.0919;1398043.7465559999
2023-05-02T04:15:00+01:00;02;05;2023;2023-05-02;04:15;440134.153655;319800.158;187827.6317;80477.0626;1028239.005955
2023-05-02T12:30:00+01:00;02;05;2023;2023-05-02;12:30;722508.340706;548395.2328;178249.5206;57400.9024;1506553.996506
2023-05-04T22:15:00+01:00;04;05;2023;2023-05-04;22:15;798130.661241;479976.3157;205475.4222;92460.8655;1576043.264641
2023-05-05T10:15:00+01:00;05;05;2023;2023-05-05;10:15;682297.868202;586487.9805;198180.8884;58996.5041;1525963.241202
2023-05-07T01:30:00+01:00;07;05;2023;2023-05-07;01:30;523696.452068;289174.8041;193666.5224;69028.4622;1075566.240768
2023-05-08T12:00:00+01:00;08;05;2023;2023-05-08;12:00;700321.187965;567407.5517;187697.7069;63933.5557;1519360.0022649998
2023-05-10T15:15:00+01:00;10;05;2023;2023-05-10;15:15;629714.174952;569713.9367;191277.3159;90075.5739;1480781.0014519999
2023-05-13T13:30:00+01:00;13;05;2023;2023-05-13;13:30;674563.046292;320049.2822;175454.3641;83149.7992;1253216.4917920001
2023-05-15T15:15:00+01:00;15;05;2023;2023-05-15;15:15;633257.814342;565576.157;189508.5636;88997.2188;1477339.753742
2023-05-17T00:30:00+01:00;17;05;2023;2023-05-17;00:30;575244.52255;424288.3755;199537.7857;90887.3193;1289958.00305
2023-05-17T02:00:00+01:00;17;05;2023;2023-05-17;02:00;491565.77604;408259.4905;198682.3347;80768.1398;1179275.74104
2023-05-17T12:00:00+01:00;17;05;2023;2023-05-17;12:00;693918.900365;568630.6168;191329.7849;85367.956;1539247.2580650002
2023-05-17T22:45:00+01:00;17;05;2023;2023-05-17;22:45;750079.755227;465391.6805;205187.5262;65082.032;1485740.9939269999
2023-05-18T05:00:00+01:00;18;05;2023;2023-05-18;05:00;461350.398359;395216.815;201139.781;79661.5125;1137368.5068589998
2023-05-19T10:30:00+01:00;19;05;2023;2023-05-19;10:30;673155.03426;560888.6454;198138.3113;71448.0018;1503629.9927599998
2023-05-20T01:00:00+01:00;20;05;2023;2023-05-20;01:00;567373.505506;387189.4615;210274.3798;83772.893;1248610.239806
2023-05-23T01:45:00+01:00;23;05;2023;2023-05-23;01:45;490575.453128;402884.378;212039.406;89043.7586;1194542.995728
2023-05-26T10:00:00+01:00;26;05;2023;2023-05-26;10:00;701067.162212;625617.5895;211927.4973;54859.5075;1593471.756512
2023-05-27T06:45:00+01:00;27;05;2023;2023-05-27;06:45;424898.312399;353208.7798;208722.4606;51564.9508;1038394.503599
2023-05-28T22:15:00+01:00;28;05;2023;2023-05-28;22:15;748058.630358;316445.6353;199938.5074;64768.4759;1329211.248958
2023-05-29T10:00:00+01:00;29;05;2023;2023-05-29;10:00;687454.409173;615739.9414;207705.1986;53461.942;1564361.491173
2023-05-31T00:30:00+01:00;31;05;2023;2023-05-31;00:30;562335.26024;423227.7046;213676.9202;70514.1093;1269753.99434
2023-05-31T12:00:00+01:00;31;05;2023;2023-05-31;12:00;738097.815372;610798.5163;191555.2708;72394.9029;1612846.5053720002
2023-05-31T22:30:00+01:00;31;05;2023;2023-05-31;22:30;768072.733056;475969.3655;207782.9981;85116.4052;1536941.501856
2023-06-01T12:30:00+01:00;01;06;2023;2023-06-01;12:30;710658.15034;551415.9819;198686.2416;56874.3814;1517634.7552400003
2023-06-01T19:00:00+01:00;01;06;2023;2023-06-01;19:00;729226.096862;547521.471;216074.2491;59542.4249;1552364.2418619997
2023-06-03T07:30:00+01:00;03;06;2023;2023-06-03;07:30;468304.492459;362249.6669;197486.1638;57499.4269;1085539.750059
2023-06-05T09:30:00+01:00;05;06;2023;2023-06-05;09:30;673747.703274;603449.0177;218161.1555;63123.3727;1558481.249174
2023-06-05T16:30:00+01:00;05;06;2023;2023-06-05;16:30;640736.871513;594789.8548;211584.4369;66761.8362;1513872.9994130002
2023-06-06T05:15:00+01:00;06;06;2023;2023-06-06;05:15;455207.025605;407453.7525;213917.8977;83976.3295;1160555.005305
2023-06-06T18:00:00+01:00;06;06;2023;2023-06-06;18:00;709013.765215;603161.6369;223768.9313;87417.656;1623361.989415
2023-06-06T20:00:00+01:00;06;06;2023;2023-06-06;20:00;832755.109324;546878.5906;222936.4766;82243.5755;1684813.752024
2023-06-10T12:30:00+01:00;10;06;2023;2023-06-10;12:30;715240.921938;323165.4365;176734.2525;84738.3989;1299879.009838
2023-06-10T20:30:00+01:00;10;06;2023;2023-06-10;20:30;740544.981128;333714.2729;185184.8357;83628.1561;1343072.245828
2023-06-11T23:30:00+01:00;11;06;2023;2023-06-11;23:30;641361.286409;309408.6981;192888.7372;88134.779;1231793.5007090003
2023-06-12T10:30:00+01:00;12;06;2023;2023-06-12;10:30;665946.487115;571859.8158;203248.4948;42742.2101;1483797.007815
2023-06-13T01:30:00+01:00;13;06;2023;2023-06-13;01:30;513557.176573;415527.2228;214704.1541;66586.9424;1210375.495873
2023-06-13T18:30:00+01:00;13;06;2023;2023-06-13;18:30;683295.491061;519810.4786;213648.2327;86399.2937;1503153.496061
2023-06-17T15:30:00+01:00;17;06;2023;2023-06-17;15:30;655526.069227;368132.9062;192425.7568;63297.2775;1279382.0097270003
2023-06-20T04:30:00+01:00;20;06;2023;2023-06-20;04:30;466708.373639;409711.1978;208379.3375;79571.093;1164370.001939
2023-06-20T16:00:00+01:00;20;06;2023;2023-06-20;16:00;668793.907196;612884.591;204281.1005;63173.3938;1549132.992496
2023-06-21T00:30:00+01:00;21;06;2023;2023-06-21;00:30;591508.832564;442855.7952;214150.035;65195.3365;1313709.999264
2023-06-21T10:45:00+01:00;21;06;2023;2023-06-21;10:45;710721.482612;633361.6631;203607.9926;67776.8604;1615467.998712
2023-06-21T16:15:00+01:00;21;06;2023;2023-06-21;16:15;672624.318027;615167.3589;210885.6296;61461.1885;1560138.4950269999
2023-06-22T06:45:00+01:00;22;06;2023;2023-06-22;06:45;466911.425997;467419.073;211473.5941;67258.4111;1213062.5041969998
2023-06-25T20:15:00+01:00;25;06;2023;2023-06-25;20:15;833040.042985;377604.2887;191685.64;87734.5339;1490064.5055849997
2023-06-26T11:30:00+01:00;26;06;2023;2023-06-26;11:30;793769.788569;637544.014;199715.1387;49036.3182;1680065.2594690002
2023-06-26T14:30:00+01:00;26;06;2023;2023-06-26;14:30;800977.521792;654020.2509;209535.9667;65020.2673;1729554.006692
2023-06-28T03:30:00+01:00;28;06;2023;2023-06-28;03:30;539715.002987;443210.0399;221028.8077;91441.3989;1295395.249487
2023-07-04T02:45:00+01:00;04;07;2023;2023-07-04;02:45;531624.174029;431837.8714;213289.9368;87952.0095;1264703.991729
2023-07-04T14:30:00+01:00;04;07;2023;2023-07-04;14:30;737842.249978;621112.0613;211882.9297;89566.0129;1660403.253878
2023-07-05T23:30:00+01:00;05;07;2023;2023-07-05;23:30;722322.315936;482713.8954;219462.2101;65206.3215;1489704.742936
2023-07-06T11:45:00+01:00;06;07;2023;2023-07-06;11:45;750766.51428;618591.8313;192196.5731;56338.0912;1617893.0098799998
2023-07-07T17:45:00+01:00;07;07;2023;2023-07-07;17:45;714902.967428;572949.2592;223154.8314;72220.9466;1583228.0046279998
2023-07-08T23:30:00+01:00;08;07;2023;2023-07-08;23:30;697217.185709;338520.8455;195197.2002;87860.7666;1318795.998009
2023-07-13T03:45:00+01:00;13;07;2023;2023-07-13;03:45;507250.259826;430854.0788;210545.1557;58479.4989;1207128.993226
2023-07-15T08:30:00+01:00;15;07;2023;2023-07-15;08:30;586975.371;417964.7294;207210.9249;58741.2257;1270892.2510000002
2023-07-15T21:45:00+01:00;15;07;2023;2023-07-15;21:45;813465.013499;368756.0089;201561.8748;57779.3392;1441562.2363989998
2023-07-18T10:30:00+01:00;18;07;2023;2023-07-18;10:30;709141.739426;623802.6439;206160.4614;41167.4168;1580272.261526
2023-07-19T00:45:00+01:00;19;07;2023;2023-07-19;00:45;611656.558597;459333.6821;196520.6915;58365.3149;1325876.247097
2023-07-20T15:45:00+01:00;20;07;2023;2023-07-20;15:45;710028.897933;621540.759;195965.136;64247.9523;1591782.7452329998
2023-07-24T00:00:00+01:00;24;07;2023;2023-07-24;00:00;656474.76733;340275.1783;197461.2514;50424.5434;1244635.74043
2023-07-26T23:30:00+01:00;26;07;2023;2023-07-26;23:30;716823.573022;477505.1884;215529.5259;49310.2001;1459168.487422
2023-07-27T01:30:00+01:00;27;07;2023;2023-07-27;01:30;565389.102678;445552.0818;210992.0269;52372.5383;1274305.7496779999
2023-08-01T03:00:00+01:00;01;08;2023;2023-08-01;03:00;529383.470859;414062.1421;191742.9074;72971.7221;1208160.2424589999
2023-08-03T03:00:00+01:00;03;08;2023;2023-08-03;03:00;524246.287845;402673.7835;191060.7149;58708.9673;1176689.753545
2023-08-04T08:00:00+01:00;04;08;2023;2023-08-04;08:00;588104.434745;492513.4993;193843.5628;34356.7535;1308818.250345
2023-08-06T13:30:00+01:00;06;08;2023;2023-08-06;13:30;726524.203402;352151.8993;175550.4613;85524.1875;1339750.751502
2023-08-07T00:30:00+01:00;07;08;2023;2023-08-07;00:30;701959.333753;346359.3095;182976.1512;71085.7069;1302380.501353
