Ano;Mês;Data;Distrito;Concelho;Freguesia;Inclui contador inteligente;Número de CPE's;Código Distrito;Código Concelho;Código Freguesia;Contrato Ativo
2024;5;2024-05;Vila Real;Ribeira de Pena;Alvadia;Sim;155;17;1709;170901;Sim
2024;5;2024-05;Bragança;Mogadouro;Travanca;Não;15;04;0408;040820;Sim
2024;5;2024-05;Portalegre;Ponte de Sor;Montargil;Não;475;12;1213;121302;Sim
2024;5;2024-05;Viseu;Santa Comba Dão;Santa Comba Dão e Couto do Mosteiro;Sim;3141;18;1814;181411;Sim
2024;5;2024-05;Portalegre;Arronches;Assunção;Sim;1248;12;1202;120201;Sim
2024;5;2024-05;Santarém;Tomar;Asseiceira;Sim;1549;14;1418;141802;Sim
2024;5;2024-05;Coimbra;Mira;Carapelhos;Sim;488;06;0608;060803;Sim
2024;5;2024-05;Guarda;Celorico da Beira;Prados;Sim;221;09;0903;090312;Sim
2024;5;2024-05;Viana do Castelo;Paredes de Coura;Agualonga;Sim;175;16;1605;160501;Sim
2024;5;2024-05;Beja;Odemira;Relíquias;Sim;334;02;0211;021102;Sim
2024;5;2024-05;Bragança;Macedo de Cavaleiros;Talhinhas e Bagueixe;Sim;319;04;0405;040544;Sim
2024;5;2024-05;Coimbra;Condeixa-a-Nova;Zambujal;Não;1;06;0604;060410;Sim
2024;5;2024-05;Bragança;Vila Flor;Santa Comba de Vilariça;Não;19;04;0410;041012;Sim
2024;5;2024-05;Viana do Castelo;Melgaço;Cousso;Não;96;16;1603;160304;Sim
2024;5;2024-05;Castelo Branco;Proença-a-Nova;Sobreira Formosa e Alvito da Beira;Sim;1525;05;0508;050808;Sim
2024;5;2024-05;Guarda;Trancoso;Rio de Mel;Sim;186;09;0913;091316;Sim
2024;5;2024-05;Braga;Barcelos;Tamel (São Veríssimo);Sim;1353;03;0302;030277;Sim
2024;5;2024-05;Beja;Moura;Amareleja;Não;63;02;0210;021001;Sim
2024;5;2024-05;Bragança;Vinhais;Edral;Sim;151;04;0412;041206;Sim
2024;5;2024-05;Porto;Paços de Ferreira;Raimonda;Sim;1069;13;1309;130914;Sim
2024;5;2024-05;Vila Real;Murça;Murça;Sim;1346;17;1707;170705;Sim
2024;5;2024-05;Guarda;Seia;Sazes da Beira;Não;107;09;0912;091219;Sim
2024;5;2024-05;Braga;Barcelos;Vila Cova e Feitos;Não;196;03;0302;0302FH;Sim
2024;5;2024-05;Braga;Barcelos;Vila Seca;Sim;342;03;0302;030287;Sim
2024;5;2024-05;Viseu;Sátão;Mioma;Não;14;18;1817;181706;Sim
2024;5;2024-05;Coimbra;Tábua;Póvoa de Midões;Não;14;06;0616;061611;Sim
2024;5;2024-05;Lisboa;Torres Vedras;Ramalhal;Não;594;11;1113;111311;Sim
2024;5;2024-05;Lisboa;Cadaval;Alguber;Sim;552;11;1104;110401;Sim
2024;5;2024-05;Viana do Castelo;Monção;Ceivães e Badim;Sim;521;16;1604;160435;Sim
2024;5;2024-05;Santarém;Santarém;Casével e Vaqueiros;Sim;444;14;1416;141631;Sim
2024;5;2024-05;Guarda;Sabugal;Alfaiates;Sim;594;09;0911;091107;Sim
2024;5;2024-05;Coimbra;Tábua;Pinheiro de Coja e Meda de Mouros;Sim;166;06;0616;061619;Sim
2024;5;2024-05;Braga;Póvoa de Lanhoso;Ferreiros;Sim;176;03;0309;030908;Sim
2024;5;2024-05;Bragança;Bragança;Macedo do Mato;Sim;147;04;0402;040221;Sim
2024;5;2024-05;Viseu;Tondela;Tondela e Nandufe;Sim;3723;18;1821;182132;Sim
2024;5;2024-05;Leiria;Porto de Mós;Mira de Aire;Sim;2285;10;1016;101608;Sim
2024;5;2024-05;Viseu;Penalva do Castelo;Vila Cova do Covelo/Mareco;Sim;309;18;1811;181115;Sim
2024;5;2024-05;Portalegre;Fronteira;Fronteira;Sim;1348;12;1208;120802;Sim
2024;5;2024-05;Beja;Mértola;Mértola;Sim;2380;02;0209;020904;Sim
2024;5;2024-05;Braga;Vila Nova de Famalicão;Riba de Ave;Sim;1690;03;0312;031234;Sim
2024;5;2024-05;Leiria;Ansião;Pousaflores;Sim;798;10;1003;100306;Sim
2024;5;2024-05;Bragança;Vinhais;Curopos e Vale de Janeiro;Não;38;04;0412;041236;Sim
2024;5;2024-05;Porto;Penafiel;Castelões;Não;44;13;1311;131107;Sim
2024;5;2024-05;Porto;Maia;Cidade da Maia;Sim;21275;13;1306;130619;Sim
2024;5;2024-05;Lisboa;Azambuja;Azambuja;Sim;4514;11;1103;110304;Sim
2024;5;2024-05;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;Sim;2775;10;1012;101210;Sim
2024;5;2024-05;Viseu;Moimenta da Beira;Sever;Sim;383;18;1807;180719;Sim
2024;5;2024-05;Vila Real;Ribeira de Pena;Salvador e Santo Aleixo de Além-Tâmega;Sim;2184;17;1709;170909;Sim
2024;5;2024-05;Castelo Branco;Fundão;Alpedrinha;Sim;810;05;0504;050406;Sim
2024;5;2024-05;Coimbra;Oliveira do Hospital;Lagos da Beira e Lajeosa;Não;380;06;0611;061123;Sim
2024;5;2024-05;Braga;Braga;Ruilhe;Sim;426;03;0303;030338;Sim
2024;5;2024-05;Santarém;Vila Nova da Barquinha;Praia do Ribatejo;Não;19;14;1420;142002;Sim
2024;5;2024-05;Viseu;Tabuaço;Longa;Sim;234;18;1819;181908;Sim
2024;5;2024-05;Lisboa;Vila Franca de Xira;Castanheira do Ribatejo e Cachoeiras;Não;39;11;1114;111414;Sim
2024;5;2024-05;Leiria;Leiria;Coimbrão;Sim;2497;10;1009;100909;Sim
2024;5;2024-05;Viana do Castelo;Melgaço;Vila e Roussas;Não;47;16;1603;160323;Sim
2024;5;2024-05;Vila Real;Vila Real;Pena, Quintã e Vila Cova;Sim;584;17;1714;171436;Sim
2024;5;2024-05;Vila Real;Murça;Jou;Sim;508;17;1707;170704;Sim
2024;5;2024-05;Portalegre;Elvas;Assunção, Ajuda, Salvador e Santo Ildefonso;Não;107;12;1207;120712;Sim
2024;5;2024-05;Bragança;Bragança;Gostei;Sim;422;04;0402;040218;Sim
2024;5;2024-05;Braga;Terras de Bouro;Covide;Sim;229;03;0310;031008;Sim
2024;5;2024-05;Aveiro;São João da Madeira;São João da Madeira;Sim;13122;01;0116;011601;Sim
2024;5;2024-05;Braga;Vila Verde;Freiriz;Não;66;03;0313;031316;Sim
2024;5;2024-05;Bragança;Bragança;Serapicos;Sim;122;04;0402;040247;Sim
2024;5;2024-05;Coimbra;Pampilhosa da Serra;Unhais-o-Velho;Não;6;06;0612;061209;Sim
2024;5;2024-05;Leiria;Leiria;Marrazes e Barosa;Sim;16081;10;1009;100934;Sim
2024;5;2024-05;Viseu;Vouzela;São Miguel do Mato;Sim;532;18;1824;182410;Sim
2024;5;2024-05;Leiria;Caldas da Rainha;Nadadouro;Sim;1386;10;1006;100608;Sim
2024;5;2024-05;Braga;Vila Verde;Cervães;Não;44;03;0313;031309;Sim
2024;5;2024-05;Évora;Estremoz;São Domingos de Ana Loura;Sim;194;07;0704;070411;Sim
2024;5;2024-05;Faro;Olhão;Olhão;Não;28;08;0810;081003;Sim
2024;5;2024-05;Beja;Vidigueira;Selmes;Sim;561;02;0214;021402;Sim
2024;5;2024-05;Viseu;Castro daire;Castro Daire;Sim;3633;18;1803;180304;Sim
2024;5;2024-05;Lisboa;Torres Vedras;Ramalhal;Sim;1301;11;1113;111311;Sim
2024;5;2024-05;Guarda;Almeida;Malpartida e Vale de Coelha;Sim;224;09;0902;090235;Sim
2024;5;2024-05;Beja;Odemira;Santa Clara-a-Velha;Não;244;02;0211;021119;Sim
2024;5;2024-05;Bragança;Bragança;Nogueira;Sim;178;04;0402;040225;Sim
2024;5;2024-05;Guarda;Guarda;Alvendre;Não;7;09;0907;090705;Sim
2024;5;2024-05;Coimbra;Penacova;Oliveira do Mondego e Travanca do Mondego;Não;126;06;0613;061313;Sim
2024;5;2024-05;Setúbal;Santiago do Cacém;Santiago do Cacém, S. Cruz e S. Bartolomeu da Serra;Não;21;15;1509;150912;Sim
2024;5;2024-05;Porto;Vila do Conde;Azurara;Não;26;13;1316;131604;Sim
2024;5;2024-05;Viseu;Tarouca;Gouviães e Ucanha;Não;13;18;1820;182011;Sim
2024;5;2024-05;Bragança;Bragança;Gostei;Não;9;04;0402;040218;Sim
2024;5;2024-05;Guarda;Guarda;Avelãs de Ambom e Rocamondo;Sim;105;09;0907;090761;Sim
2024;5;2024-05;Guarda;Sabugal;Ruvina, Ruivós e Vale das Éguas;Sim;187;09;0911;091144;Sim
2024;5;2024-05;Guarda;Vila Nova de Foz Côa;Touça;Não;29;09;0914;091416;Sim
2024;5;2024-05;Setúbal;Montijo;Sarilhos Grandes;Não;17;15;1507;150704;Sim
2024;5;2024-05;Porto;Vila do Conde;Vila Chã;Não;35;13;1316;131627;Sim
2024;5;2024-05;Coimbra;Condeixa-a-Nova;Sebal e Belide;Sim;1410;06;0604;060412;Sim
2024;5;2024-05;Braga;Celorico de Basto;Moreira do Castelo;Sim;286;03;0305;030515;Sim
2024;5;2024-05;Porto;Vila Nova de Gaia;Avintes;Não;67;13;1317;131702;Sim
2024;5;2024-05;Bragança;Bragança;Castro de Avelãs;Sim;309;04;0402;040209;Sim
2024;5;2024-05;Coimbra;Figueira da Foz;Moinhos da Gândara;Não;397;06;0605;060518;Sim
2024;5;2024-05;Guarda;Mêda;Aveloso;Sim;146;09;0909;090901;Sim
2024;5;2024-05;Guarda;Pinhel;Lameiras;Sim;77;09;0910;091013;Sim
2024;5;2024-05;Porto;Vila Nova de Gaia;Vilar de Andorinho;Sim;8274;13;1317;131723;Sim
2024;5;2024-05;Lisboa;Torres Vedras;Dois Portos e Runa;Não;140;11;1113;111324;Sim
2024;5;2024-05;Viana do Castelo;Caminha;Vila Praia de Âncora;Sim;5357;16;1602;160217;Sim
2024;5;2024-05;Évora;Portel;São Bartolomeu do Outeiro e Oriola;Sim;358;07;0709;070910;Sim
2024;5;2024-05;Vila Real;Valpaços;São Pedro de Veiga de Lila;Sim;227;17;1712;171223;Sim
2024;5;2024-05;Guarda;Pinhel;Agregação das freguesias Sul de Pinhel;Não;70;09;0910;091028;Sim
2024;5;2024-05;Braga;Guimarães;Airão Santa Maria, Airão São João e Vermil;Não;49;03;0308;030876;Sim
2024;5;2024-05;Santarém;Coruche;Santana do Mato;Não;16;14;1409;140908;Sim
2024;5;2024-05;Bragança;Vinhais;Sobreiro de Baixo e Alvaredos;Não;19;04;0412;041240;Sim
2024;5;2024-05;Vila Real;Vila Pouca de Aguiar;Bragado;Sim;208;17;1713;171304;Sim
2024;5;2024-05;Portalegre;Arronches;Mosteiros;Sim;212;12;1202;120203;Sim
2024;5;2024-05;Bragança;Macedo de Cavaleiros;Lamalonga;Não;37;04;0405;040517;Sim
2024;5;2024-05;Lisboa;Lourinhã;Ribamar;Sim;1234;11;1108;110810;Sim
2024;5;2024-05;Porto;Paços de Ferreira;Freamunde;Sim;3538;13;1309;130908;Sim
2024;5;2024-05;Bragança;Torre de Moncorvo;Torre de Moncorvo;Sim;2009;04;0409;040916;Sim
2024;5;2024-05;Viseu;Viseu;Coutos de Viseu;Sim;686;18;1823;182337;Sim
2024;5;2024-05;Santarém;Benavente;Santo Estêvão;Sim;1219;14;1405;140503;Sim
2024;5;2024-05;Coimbra;Montemor-o-Velho;Santo Varão;Sim;866;06;0610;061009;Sim
2024;5;2024-05;Vila Real;Chaves;Lama de Arcos;Não;24;17;1703;170314;Sim
2024;5;2024-05;Aveiro;Águeda;Aguada de Cima;Sim;2159;01;0101;010103;Sim
2024;5;2024-05;Braga;Barcelos;Ucha;Não;305;03;0302;030282;Sim
2024;5;2024-05;Coimbra;Cantanhede;Sepins e Bolho;Sim;521;06;0602;060223;Sim
2024;5;2024-05;Porto;Marco de Canaveses;Penha Longa e Paços de Gaiolo;Não;520;13;1307;130738;Sim
2024;5;2024-05;Setúbal;Moita;Alhos Vedros;Não;363;15;1506;150601;Sim
2024;5;2024-05;Viseu;Santa Comba Dão;São Joaninho;Não;36;18;1814;181405;Sim
2024;5;2024-05;Viana do Castelo;Ponte de Lima;Facha;Não;8;16;1607;160718;Sim
2024;5;2024-05;Vila Real;Vila Pouca de Aguiar;Tresminas;Sim;338;17;1713;171312;Sim
2024;5;2024-05;Coimbra;Penela;São Miguel, Santa Eufémia e Rabaçal;Sim;2385;06;0614;061407;Sim
2024;5;2024-05;Braga;Guimarães;Barco;Sim;701;03;0308;030806;Sim
2024;5;2024-05;Viana do Castelo;Vila Nova de Cerveira;Mentrestido;Sim;211;16;1610;161009;Sim
2024;5;2024-05;Guarda;Pinhel;Pala;Não;19;09;0910;091015;Sim
2024;5;2024-05;Bragança;Carrazeda de Ansiães;Vilarinho da Castanheira;Sim;457;04;0403;040318;Sim
2024;5;2024-05;Viseu;Viseu;Fragosela;Não;27;18;1823;182315;Sim
2024;5;2024-05;Leiria;Alcobaça;Alfeizerão;Não;34;10;1001;100102;Sim
2024;5;2024-05;Viana do Castelo;Melgaço;Prado e Remoães;Não;26;16;1603;160322;Sim
2024;5;2024-05;Braga;Barcelos;Barcelos, V. Boa, V. Frescainha;Sim;7611;03;0302;030293;Sim
2024;5;2024-05;Setúbal;Setúbal;Setúbal (São Sebastião);Sim;30034;15;1512;151205;Sim
2024;5;2024-05;Aveiro;Vagos;Vagos e Santo António;Sim;3764;01;0118;011814;Sim
2024;5;2024-05;Faro;Tavira;Santa Luzia;Sim;2387;08;0814;081408;Sim
2024;5;2024-05;Vila Real;Vila Real;Mateus;Sim;1938;17;1714;171415;Sim
2024;5;2024-05;Bragança;Macedo de Cavaleiros;Espadanedo, Edroso, Murçós e Soutelo Mourisco;Sim;350;04;0405;040542;Sim
2024;5;2024-05;Bragança;Carrazeda de Ansiães;Castanheiro do Norte e Ribalonga;Sim;500;04;0403;040322;Sim
2024;5;2024-05;Vila Real;Santa Marta de Penaguião;Fontes;Não;37;17;1711;171103;Sim
2024;5;2024-05;Bragança;Mirandela;Vale de Gouvinhas;Sim;234;04;0407;040732;Sim
2024;5;2024-05;Porto;Lousada;Vilar do Torno e Alentém;Sim;632;13;1305;130526;Sim
2024;5;2024-05;Viana do Castelo;Ponte da Barca;Cuide de Vila Verde;Sim;198;16;1606;160606;Sim
2024;5;2024-05;Lisboa;Mafra;Venda do Pinheiro e Santo Estêvão das Galés;Não;160;11;1109;110922;Sim
2024;5;2024-05;Leiria;Leiria;Amor;Não;10;10;1009;100901;Sim
2024;5;2024-05;Coimbra;Penacova;Figueira de Lorvão;Não;203;06;0613;061302;Sim
2024;5;2024-05;Viseu;Viseu;Abraveses;Não;34;18;1823;182301;Sim
2024;5;2024-05;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;Não;6;10;1016;101614;Sim
2024;5;2024-05;Leiria;Nazaré;Nazaré;Sim;12036;10;1011;101102;Sim
2024;5;2024-05;Leiria;Leiria;Bidoeira de Cima;Sim;1274;10;1009;100926;Sim
2024;5;2024-05;Leiria;Ansião;Chão de Couce;Sim;1314;10;1003;100304;Sim
2024;5;2024-05;Évora;Évora;Bacelo e Senhora da Saúde;Não;63;07;0705;070522;Sim
2024;5;2024-05;Aveiro;Vale de Cambra;São Pedro de Castelões;Não;190;01;0119;011902;Sim
2024;5;2024-05;Leiria;Alcobaça;Cela;Não;35;10;1001;100106;Sim
2024;5;2024-05;Viana do Castelo;Viana do Castelo;Areosa;Sim;2675;16;1609;160905;Sim
2024;5;2024-05;Bragança;Bragança;Samil;Sim;951;04;0402;040240;Sim
2024;5;2024-05;Porto;Amarante;Olo e Canadelo;Sim;341;13;1301;130146;Sim
2024;5;2024-05;Castelo Branco;Fundão;Orca;Não;28;05;0504;050420;Sim
2024;5;2024-05;Aveiro;Arouca;Santa Eulália;Não;198;01;0104;010416;Sim
2024;5;2024-05;Viseu;Tarouca;São João de Tarouca;Sim;505;18;1820;182006;Sim
2024;5;2024-05;Braga;Vila Verde;Moure;Sim;709;03;0313;031328;Sim
2024;5;2024-05;Viana do Castelo;Valença;Friestas;Sim;143;16;1608;160806;Sim
2024;5;2024-05;Braga;Vieira do Minho;Parada de Bouro;Não;7;03;0311;031111;Sim
2024;5;2024-05;Castelo Branco;Idanha-a-Nova;Oledo;Sim;367;05;0505;050509;Sim
2024;5;2024-05;Viseu;Resende;Paus;Sim;176;18;1813;181310;Sim
2024;5;2024-05;Viana do Castelo;Caminha;Moledo e Cristelo;Não;24;16;1602;160224;Sim
2024;5;2024-05;Beja;Serpa;Brinches;Não;9;02;0213;021302;Sim
2024;5;2024-05;Santarém;Cartaxo;Cartaxo e Vale da Pinta;Sim;7829;14;1406;140609;Sim
2024;5;2024-05;Coimbra;Montemor-o-Velho;Liceia;Não;337;06;0610;061005;Sim
2024;5;2024-05;Faro;Aljezur;Aljezur;Não;504;08;0803;080301;Sim
2024;5;2024-05;Castelo Branco;Penamacor;Aldeia do Bispo, Águas e Aldeia de João Pires;Sim;1355;05;0507;050713;Sim
2024;5;2024-05;Porto;Paredes;Recarei;Sim;1802;13;1310;131019;Sim
2024;5;2024-05;Porto;Paredes;Gandra;Não;24;13;1310;131011;Sim
2024;5;2024-05;Vila Real;Montalegre;Paradela, Contim e Fiães;Não;253;17;1706;170639;Sim
2024;5;2024-05;Porto;Paredes;Vilela;Não;39;13;1310;131024;Sim
2024;5;2024-05;Braga;Fafe;Regadas;Sim;540;03;0307;030723;Sim
2024;5;2024-05;Portalegre;Castelo de Vide;São João Baptista;Sim;607;12;1205;120504;Sim
2024;5;2024-05;Porto;Penafiel;Irivo;Não;355;13;1311;131115;Sim
2024;5;2024-05;Porto;Gondomar;Foz do Sousa e Covelo;Não;117;13;1304;130414;Sim
2024;5;2024-05;Évora;Estremoz;Évora Monte (Santa Maria);Sim;383;07;0704;070404;Sim
2024;5;2024-05;Guarda;Sabugal;Baraçal;Sim;166;09;0911;091109;Sim
2024;5;2024-05;Viseu;São Pedro do Sul;Carvalhais e Candal;Não;290;18;1816;181620;Sim
2024;5;2024-05;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;Não;35;14;1418;141821;Sim
2024;5;2024-05;Porto;Lousada;Caíde de Rei;Não;27;13;1305;130504;Sim
2024;5;2024-05;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;Não;51;15;1503;150312;Sim
2024;5;2024-05;Coimbra;Oliveira do Hospital;Alvoco das Várzeas;Não;154;06;0611;061102;Sim
2024;5;2024-05;Leiria;Óbidos;Vau;Sim;1709;10;1012;101207;Sim
2024;5;2024-05;Bragança;Vimioso;Matela;Não;11;04;0411;041108;Sim
2024;5;2024-05;Porto;Vila do Conde;Macieira da Maia;Sim;1052;13;1316;131614;Sim
2024;5;2024-05;Beja;Odemira;Longueira/Almograve;Sim;689;02;0211;021117;Sim
2024;5;2024-05;Braga;Vila Verde;Turiz;Não;261;03;0313;031354;Sim
2024;5;2024-05;Vila Real;Mondim de Basto;São Cristóvão de Mondim de Basto;Não;41;17;1705;170505;Sim
2024;5;2024-05;Castelo Branco;Belmonte;Belmonte e Colmeal da Torre;Sim;2634;05;0501;050106;Sim
2024;5;2024-05;Vila Real;Montalegre;Cambeses do Rio, Donões e Mourilhe;Sim;297;17;1706;170636;Sim
2024;5;2024-05;Porto;Marco de Canaveses;Vila Boa de Quires e Maureles;Sim;959;13;1307;130741;Sim
2024;5;2024-05;Porto;Penafiel;Duas Igrejas;Sim;944;13;1311;131109;Sim
2024;5;2024-05;Bragança;Vinhais;Edral;Não;35;04;0412;041206;Sim
2024;5;2024-05;Faro;Olhão;Pechão;Não;65;08;0810;081004;Sim
2024;5;2024-05;Viana do Castelo;Ponte de Lima;Gemieira;Não;6;16;1607;160727;Sim
2024;5;2024-05;Braga;Celorico de Basto;Britelo, Gémeos e Ourilhe;Sim;2312;03;0305;030523;Sim
2024;5;2024-05;Santarém;Ferreira do Zêzere;Ferreira do Zêzere;Sim;2123;14;1411;141106;Sim
2024;5;2024-05;Bragança;Bragança;Castrelos e Carrazedo;Não;95;04;0402;040251;Sim
2024;5;2024-05;Santarém;Chamusca;Vale de Cavalos;Não;11;14;1407;140705;Sim
2024;5;2024-05;Aveiro;Sever do Vouga;Cedrim e Paradela;Sim;899;01;0117;011710;Sim
2024;5;2024-05;Lisboa;Lisboa;Carnide;Não;150;11;1106;110611;Sim
2024;5;2024-05;Bragança;Carrazeda de Ansiães;Seixo de Ansiães;Sim;332;04;0403;040316;Sim
2024;5;2024-05;Santarém;Benavente;Barrosa;Não;20;14;1405;140504;Sim
2024;5;2024-05;Braga;Guimarães;Moreira de Cónegos;Não;1;03;0308;030831;Sim
2024;5;2024-05;Bragança;Miranda do douro;Genísio;Sim;207;04;0406;040605;Sim
2024;5;2024-05;Viseu;Armamar;Queimadela;Sim;167;18;1801;180110;Sim
2024;5;2024-05;Viana do Castelo;Caminha;Argela;Não;1;16;1602;160205;Sim
2024;5;2024-05;Coimbra;Góis;Vila Nova do Ceira;Sim;632;06;0606;060605;Sim
2024;5;2024-05;Porto;Maia;Pedrouços;Sim;6546;13;1306;130617;Sim
2024;5;2024-05;Viseu;Sernancelhe;Cunha;Não;105;18;1818;181804;Sim
2024;5;2024-05;Braga;Amares;Barreiros;Sim;281;03;0301;030102;Sim
2024;5;2024-05;Évora;Mora;Pavia;Não;169;07;0707;070704;Sim
2024;5;2024-05;Porto;Marco de Canaveses;Soalhães;Não;470;13;1307;130722;Sim
2024;5;2024-05;Viseu;São João da Pesqueira;Vale de Figueira;Sim;319;18;1815;181511;Sim
2024;5;2024-05;Viana do Castelo;Vila Nova de Cerveira;Campos e Vila Meã;Não;23;16;1610;161016;Sim
2024;5;2024-05;Viana do Castelo;Caminha;Vile;Sim;136;16;1602;160220;Sim
2024;5;2024-05;Viana do Castelo;Arcos de Valdevez;Aguiã;Não;18;16;1601;160102;Sim
2024;5;2024-05;Leiria;Leiria;Monte Redondo e Carreira;Sim;2138;10;1009;100936;Sim
2024;5;2024-05;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;Sim;866;01;0101;010123;Sim
2024;5;2024-05;Coimbra;Figueira da Foz;Quiaios;Sim;1533;06;0605;060524;Sim
2024;5;2024-05;Portalegre;Sousel;Sousel;Sim;1301;12;1215;121504;Sim
2024;5;2024-05;Braga;Póvoa de Lanhoso;Geraz do Minho;Sim;271;03;0309;030914;Sim
2024;5;2024-05;Santarém;Santarém;Pernes;Sim;376;14;1416;141614;Sim
2024;5;2024-05;Guarda;Figueira de Castelo Rodrigo;Almofala e Escarigo;Não;9;09;0904;090419;Sim
2024;5;2024-05;Castelo Branco;Oleiros;Oleiros-Amieira;Não;32;05;0506;050614;Sim
2024;5;2024-05;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;Sim;11181;13;1314;131437;Sim
2024;5;2024-05;Viana do Castelo;Monção;Bela;Sim;433;16;1604;160406;Sim
2024;5;2024-05;Guarda;Seia;Alvoco da Serra;Não;281;09;0912;091201;Sim
2024;5;2024-05;Lisboa;Sobral de Monte Agraço;Santo Quintino;Não;127;11;1112;111201;Sim
2024;5;2024-05;Vila Real;Vila Real;Nogueira e Ermida;Sim;599;17;1714;171435;Sim
2024;5;2024-05;Portalegre;Elvas;São Vicente e Ventosa;Não;51;12;1207;120708;Sim
2024;5;2024-05;Évora;Arraiolos;São Gregório e Santa Justa;Sim;411;07;0702;070209;Sim
2024;5;2024-05;Santarém;Santarém;Abrã;Não;107;14;1416;141602;Sim
2024;5;2024-05;Santarém;Chamusca;Chamusca e Pinheiro Grande;Sim;2629;14;1407;140708;Sim
2024;5;2024-05;Beja;Ferreira do Alentejo;Figueira dos Cavaleiros;Sim;724;02;0208;020803;Sim
2024;5;2024-05;Vila Real;Montalegre;Morgade;Sim;152;17;1706;170616;Sim
2024;5;2024-05;Guarda;Gouveia;Aldeias e Mangualde da Serra;Sim;418;09;0906;090623;Sim
2024;5;2024-05;Coimbra;Figueira da Foz;Tavarede;Não;32;06;0605;060512;Sim
2024;5;2024-05;Castelo Branco;Covilhã;Covilhã e Canhoso;Não;36;05;0503;050335;Sim
2024;5;2024-05;Coimbra;Pampilhosa da Serra;Janeiro de Baixo;Sim;618;06;0612;061204;Sim
2024;5;2024-05;Aveiro;Murtosa;Torreira;Sim;3699;01;0112;011204;Sim
2024;5;2024-05;Viana do Castelo;Ponte da Barca;Vade (São Pedro);Sim;158;16;1606;160623;Sim
2024;5;2024-05;Braga;Cabeceiras de Basto;Refojos de Basto, Outeiro e Painzela;Sim;4183;03;0304;030421;Sim
2024;5;2024-05;Castelo Branco;Idanha-a-Nova;Zebreira e Segura;Sim;1116;05;0505;050521;Sim
2024;5;2024-05;Setúbal;Palmela;Poceirão e Marateca;Não;711;15;1508;150806;Sim
2024;5;2024-05;Vila Real;Vila Pouca de Aguiar;Soutelo de Aguiar;Sim;286;17;1713;171310;Sim
2024;5;2024-05;Porto;Gondomar;Melres e Medas;Não;113;13;1304;130416;Sim
2024;5;2024-05;Guarda;Almeida;São Pedro de Rio Seco;Sim;182;09;0902;090224;Sim
2024;5;2024-05;Viana do Castelo;Paredes de Coura;Coura;Não;71;16;1605;160505;Sim
2024;5;2024-05;Santarém;Cartaxo;Valada;Não;120;14;1406;140605;Sim
2024;5;2024-05;Viseu;Vouzela;Cambra e Carvalhal de Vermilhas;Não;104;18;1824;182413;Sim
2024;5;2024-05;Santarém;Constância;Montalvo;Sim;726;14;1408;140802;Sim
2024;5;2024-05;Bragança;Mogadouro;Castro Vicente;Sim;134;04;0408;040808;Sim
2024;5;2024-05;Lisboa;Mafra;Igreja Nova e Cheleiros;Sim;1195;11;1109;110920;Sim
2024;5;2024-05;Porto;Penafiel;Paço de Sousa;Sim;1445;13;1311;131122;Sim
2024;5;2024-05;Aveiro;Sever do Vouga;Rocas do Vouga;Não;26;01;0117;011705;Sim
2024;5;2024-05;Coimbra;Cantanhede;São Caetano;Sim;503;06;0602;060215;Sim
2024;5;2024-05;Beja;Odemira;São Salvador e Santa Maria;Não;100;02;0211;021120;Sim
2024;5;2024-05;Guarda;Guarda;Vila Franca do Deão;Sim;119;09;0907;090752;Sim
2024;5;2024-05;Portalegre;Castelo de Vide;Santa Maria da Devesa;Não;26;12;1205;120502;Sim
2024;5;2024-05;Castelo Branco;Fundão;Castelo Novo;Não;17;05;0504;050413;Sim
2024;5;2024-05;Porto;Santo Tirso;Água Longa;Não;295;13;1314;131402;Sim
2024;5;2024-05;Viseu;Viseu;Orgens;Sim;1780;18;1823;182319;Sim
2024;5;2024-05;Viana do Castelo;Melgaço;Castro Laboreiro e Lamas de Mouro;Sim;369;16;1603;160319;Sim
2024;5;2024-05;Leiria;Porto de Mós;Alqueidão da Serra;Sim;976;10;1016;101602;Sim
2024;5;2024-05;Beja;Odemira;Colos;Não;77;02;0211;021118;Sim
2024;5;2024-05;Aveiro;Aveiro;Eixo e Eirol;Não;24;01;0105;010515;Sim
2024;5;2024-05;Vila Real;Alijó;Alijó;Não;30;17;1701;170101;Sim
2024;5;2024-05;Beja;Moura;Sobral da Adiça;Não;35;02;0210;021008;Sim
2024;5;2024-05;Porto;Marco de Canaveses;Marco;Sim;6556;13;1307;130736;Sim
2024;5;2024-05;Faro;Aljezur;Bordeira;Não;252;08;0803;080302;Sim
2024;5;2024-05;Castelo Branco;Covilhã;Peso e Vales do Rio;Sim;941;05;0503;050336;Sim
2024;5;2024-05;Lisboa;Arruda dos Vinhos;Arranhó;Sim;1374;11;1102;110201;Sim
2024;5;2024-05;Castelo Branco;Vila Velha de Ródão;Perais;Sim;471;05;0511;051102;Sim
2024;5;2024-05;Viana do Castelo;Ponte de Lima;Facha;Sim;711;16;1607;160718;Sim
