Ano;Mês;Data;Distrito;Concelho;Freguesia;Inclui contador inteligente;Número de CPE's;Código Distrito;Código Concelho;Código Freguesia;Contrato Ativo
2023;4;2023-04;Castelo Branco;Oleiros;Madeirã;Não;139;05;0506;050606;Sim
2023;4;2023-04;Guarda;Celorico da Beira;Vale de Azares;Não;182;09;0903;090318;Sim
2023;4;2023-04;Leiria;Figueiró dos Vinhos;Campelo;Sim;175;10;1008;100803;Sim
2023;4;2023-04;Faro;Loulé;Loulé (São Sebastião);Sim;4122;08;0808;080809;Sim
2023;4;2023-04;Viana do Castelo;Viana do Castelo;Barroselas e Carvoeiro;Não;1672;16;1609;160941;Sim
2023;4;2023-04;Braga;Vila Verde;Cervães;Não;653;03;0313;031309;Sim
2023;4;2023-04;Guarda;Celorico da Beira;Rapa e Cadafaz;Não;187;09;0903;090326;Sim
2023;4;2023-04;Bragança;Vinhais;Rebordelo;Sim;128;04;0412;041219;Sim
2023;4;2023-04;Porto;Vila Nova de Gaia;Avintes;Não;151;13;1317;131702;Sim
2023;4;2023-04;Viana do Castelo;Arcos de Valdevez;Portela e Extremo;Sim;32;16;1601;160160;Sim
2023;4;2023-04;Bragança;Bragança;Rio Frio e Milhão;Sim;152;04;0402;040255;Sim
2023;4;2023-04;Bragança;Bragança;Quintela de Lampaças;Sim;73;04;0402;040233;Sim
2023;4;2023-04;Bragança;Bragança;Macedo do Mato;Sim;120;04;0402;040221;Sim
2023;4;2023-04;Faro;Lagoa;Porches;Não;912;08;0806;080604;Sim
2023;4;2023-04;Lisboa;Sintra;Casal de Cambra;Sim;5771;11;1111;111115;Sim
2023;4;2023-04;Coimbra;Cantanhede;Portunhos e Outil;Sim;699;06;0602;060222;Sim
2023;4;2023-04;Castelo Branco;Covilhã;Paul;Não;619;05;0503;050314;Sim
2023;4;2023-04;Viana do Castelo;Paredes de Coura;Paredes de Coura e Resende;Sim;1391;16;1605;160526;Sim
2023;4;2023-04;Viseu;Penalva do Castelo;Sezures;Sim;307;18;1811;181111;Sim
2023;4;2023-04;Évora;Alandroal;Santiago Maior;Sim;360;07;0701;070103;Sim
2023;4;2023-04;Braga;Fafe;Antime e Silvares (São Clemente);Sim;394;03;0307;030739;Sim
2023;4;2023-04;Viseu;Viseu;Bodiosa;Sim;844;18;1823;182304;Sim
2023;4;2023-04;Leiria;Alcobaça;Coz, Alpedriz e Montes;Não;1108;10;1001;100122;Sim
2023;4;2023-04;Viana do Castelo;Arcos de Valdevez;Padroso;Não;122;16;1601;160125;Sim
2023;4;2023-04;Porto;Vila Nova de Gaia;Canelas;Sim;6587;13;1317;131703;Sim
2023;4;2023-04;Bragança;Macedo de Cavaleiros;Macedo de Cavaleiros;Sim;4596;04;0405;040520;Sim
2023;4;2023-04;Braga;Guimarães;Caldelas;Não;1104;03;0308;030808;Sim
2023;4;2023-04;Porto;Paredes;Vandoma;Não;500;13;1310;131022;Sim
2023;4;2023-04;Viseu;Cinfães;Fornelos;Sim;229;18;1804;180406;Sim
2023;4;2023-04;Aveiro;Sever do Vouga;Silva Escura e Dornelas;Sim;445;01;0117;011711;Sim
2023;4;2023-04;Viseu;Cinfães;Tarouquela;Não;244;18;1804;180415;Sim
2023;4;2023-04;Bragança;Macedo de Cavaleiros;Peredo;Sim;45;04;0405;040524;Sim
2023;4;2023-04;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;Não;236;13;1317;131730;Sim
2023;4;2023-04;Coimbra;Mira;Carapelhos;Não;336;06;0608;060803;Sim
2023;4;2023-04;Guarda;Guarda;Aldeia Viçosa;Não;161;09;0907;090704;Sim
2023;4;2023-04;Portalegre;Crato;Monte da Pedra;Não;8;12;1206;120605;Sim
2023;4;2023-04;Bragança;Torre de Moncorvo;Urros e Peredo dos Castelhanos;Não;47;04;0409;040921;Sim
2023;4;2023-04;Aveiro;Oliveira do Bairro;Oiã;Sim;2869;01;0114;011403;Sim
2023;4;2023-04;Braga;Barcelos;Barcelinhos;Sim;1015;03;0302;030213;Sim
2023;4;2023-04;Porto;Baião;Grilo;Não;194;13;1302;130207;Sim
2023;4;2023-04;Braga;Vila Nova de Famalicão;Riba de Ave;Sim;1550;03;0312;031234;Sim
2023;4;2023-04;Viseu;São Pedro do Sul;Carvalhais e Candal;Sim;297;18;1816;181620;Sim
2023;4;2023-04;Viana do Castelo;Arcos de Valdevez;Cabreiro;Não;263;16;1601;160106;Sim
2023;4;2023-04;Coimbra;Oliveira do Hospital;Ervedal e Vila Franca da Beira;Não;758;06;0611;061122;Sim
2023;4;2023-04;Coimbra;Soure;Gesteira e Brunhós;Sim;307;06;0615;061514;Sim
2023;4;2023-04;Guarda;Vila Nova de Foz Côa;Castelo Melhor;Sim;87;09;0914;091402;Sim
2023;4;2023-04;Bragança;Vila Flor;Candoso e Carvalho de Egas;Não;197;04;0410;041021;Sim
2023;4;2023-04;Aveiro;Aveiro;São Bernardo;Sim;2618;01;0105;010510;Sim
2023;4;2023-04;Coimbra;Montemor-o-Velho;Pereira;Sim;1425;06;0610;061008;Sim
2023;4;2023-04;Santarém;Ourém;Nossa Senhora das Misericórdias;Não;343;14;1421;142111;Sim
2023;4;2023-04;Viana do Castelo;Monção;Abedim;Sim;148;16;1604;160401;Sim
2023;4;2023-04;Leiria;Figueiró dos Vinhos;Arega;Não;345;10;1008;100802;Sim
2023;4;2023-04;Bragança;Freixo de Espada À Cinta;Poiares;Não;149;04;0404;040406;Sim
2023;4;2023-04;Viana do Castelo;Ponte de Lima;Santa Comba;Sim;301;16;1607;160742;Sim
2023;4;2023-04;Beja;Aljustrel;Messejana;Sim;195;02;0201;020103;Sim
2023;4;2023-04;Lisboa;Lisboa;Penha de França;Não;500;11;1106;110663;Sim
2023;4;2023-04;Braga;Cabeceiras de Basto;Gondiães e Vilar de Cunhas;Não;332;03;0304;030420;Sim
2023;4;2023-04;Braga;Celorico de Basto;Vale de Bouro;Sim;84;03;0305;030521;Sim
2023;4;2023-04;Guarda;Almeida;Leomil, Mido, Senouras e Aldeia Nova;Não;134;09;0902;090234;Sim
2023;4;2023-04;Lisboa;Lisboa;Carnide;Sim;9827;11;1106;110611;Sim
2023;4;2023-04;Aveiro;Anadia;Moita;Não;651;01;0103;010307;Sim
2023;4;2023-04;Bragança;Vila Flor;Vila Flor e Nabo;Sim;1844;04;0410;041023;Sim
2023;4;2023-04;Porto;Paços de Ferreira;Carvalhosa;Sim;1139;13;1309;130902;Sim
2023;4;2023-04;Leiria;Caldas da Rainha;Foz do Arelho;Não;94;10;1006;100606;Sim
2023;4;2023-04;Bragança;Torre de Moncorvo;Lousa;Sim;475;04;0409;040911;Sim
2023;4;2023-04;Coimbra;Penacova;Carvalho;Não;389;06;0613;061301;Sim
2023;4;2023-04;Portalegre;Arronches;Esperança;Sim;225;12;1202;120202;Sim
2023;4;2023-04;Bragança;Mogadouro;Azinhoso;Não;150;04;0408;040801;Sim
2023;4;2023-04;Évora;Mourão;Granja;Sim;147;07;0708;070801;Sim
2023;4;2023-04;Coimbra;Penacova;Carvalho;Sim;158;06;0613;061301;Sim
2023;4;2023-04;Bragança;Bragança;Mós;Não;122;04;0402;040224;Sim
2023;4;2023-04;Santarém;Benavente;Barrosa;Não;41;14;1405;140504;Sim
2023;4;2023-04;Porto;Vila Nova de Gaia;Oliveira do Douro;Não;3812;13;1317;131712;Sim
2023;4;2023-04;Coimbra;Figueira da Foz;Vila Verde;Sim;641;06;0605;060513;Sim
2023;4;2023-04;Guarda;Guarda;Valhelhas;Sim;133;09;0907;090747;Sim
2023;4;2023-04;Braga;Braga;Sobreposta;Não;300;03;0303;030355;Sim
2023;4;2023-04;Beja;Moura;Sobral da Adiça;Não;123;02;0210;021008;Sim
2023;4;2023-04;Coimbra;Figueira da Foz;Maiorca;Sim;600;06;0605;060507;Sim
2023;4;2023-04;Vila Real;Alijó;Favaios;Não;39;17;1701;170107;Sim
2023;4;2023-04;Castelo Branco;Covilhã;Orjais;Sim;198;05;0503;050312;Sim
2023;4;2023-04;Viseu;Castro daire;Mamouros, Alva e Ribolhos;Sim;295;18;1803;180323;Sim
2023;4;2023-04;Santarém;Santarém;Achete, Azoia de Baixo e Póvoa de Santarém;Sim;735;14;1416;141629;Sim
2023;4;2023-04;Castelo Branco;Belmonte;Maçainhas;Não;164;05;0501;050105;Sim
2023;4;2023-04;Castelo Branco;Fundão;Capinha;Não;27;05;0504;050411;Sim
2023;4;2023-04;Viseu;São Pedro do Sul;Sul;Não;414;18;1816;181616;Sim
2023;4;2023-04;Viseu;São Pedro do Sul;Pinho;Não;184;18;1816;181609;Sim
2023;4;2023-04;Guarda;Guarda;Pega;Sim;208;09;0907;090729;Sim
2023;4;2023-04;Coimbra;Góis;Alvares;Não;597;06;0606;060601;Sim
2023;4;2023-04;Guarda;Guarda;Corujeira e Trinta;Sim;166;09;0907;090762;Sim
2023;4;2023-04;Porto;Penafiel;Castelões;Não;397;13;1311;131107;Sim
2023;4;2023-04;Setúbal;Alcochete;Samouco;Não;2;15;1502;150202;Sim
2023;4;2023-04;Lisboa;Alenquer;Meca;Não;17;11;1101;110107;Sim
2023;4;2023-04;Porto;Lousada;Nespereira e Casais;Sim;575;13;1305;130531;Sim
2023;4;2023-04;Braga;Esposende;Esposende, Marinhas e Gandra;Sim;9812;03;0306;030618;Sim
2023;4;2023-04;Viana do Castelo;Viana do Castelo;Vila de Punhe;Sim;421;16;1609;160938;Sim
2023;4;2023-04;Porto;Penafiel;Galegos;Não;736;13;1311;131113;Sim
2023;4;2023-04;Viseu;Cinfães;Ferreiros de Tendais;Sim;223;18;1804;180405;Sim
2023;4;2023-04;Bragança;Torre de Moncorvo;Felgar e Souto da Velha;Sim;751;04;0409;040919;Sim
2023;4;2023-04;Aveiro;Vagos;Calvão;Não;789;01;0118;011801;Sim
2023;4;2023-04;Porto;Póvoa de Varzim;Balazar;Sim;500;13;1313;131305;Sim
2023;4;2023-04;Viseu;Moimenta da Beira;Peva e Segões;Sim;207;18;1807;180723;Sim
2023;4;2023-04;Castelo Branco;Covilhã;Verdelhos;Sim;309;05;0503;050327;Sim
2023;4;2023-04;Vila Real;Santa Marta de Penaguião;Cumieira;Não;338;17;1711;171102;Sim
2023;4;2023-04;Coimbra;Arganil;Pombeiro da Beira;Sim;223;06;0601;060113;Sim
2023;4;2023-04;Évora;Montemor-o-Novo;Ciborro;Sim;408;07;0706;070607;Sim
2023;4;2023-04;Vila Real;Montalegre;Viade de Baixo e Fervidelas;Não;474;17;1706;170642;Sim
2023;4;2023-04;Guarda;Vila Nova de Foz Côa;Custóias;Sim;60;09;0914;091405;Sim
2023;4;2023-04;Lisboa;Oeiras;Barcarena;Sim;7179;11;1110;111002;Sim
2023;4;2023-04;Porto;Porto;Paranhos;Sim;32158;13;1312;131210;Sim
2023;4;2023-04;Porto;Vila do Conde;Macieira da Maia;Não;846;13;1316;131614;Sim
2023;4;2023-04;Viseu;Viseu;Povolide;Não;711;18;1823;182320;Sim
2023;4;2023-04;Castelo Branco;Sertã;Pedrógão Pequeno;Sim;372;05;0509;050911;Sim
2023;4;2023-04;Santarém;Santarém;Moçarria;Sim;223;14;1416;141613;Sim
2023;4;2023-04;Braga;Guimarães;Ponte;Não;939;03;0308;030838;Sim
2023;4;2023-04;Bragança;Bragança;Babe;Não;149;04;0402;040203;Sim
2023;4;2023-04;Viseu;Tarouca;Gouviães e Ucanha;Não;310;18;1820;182011;Sim
2023;4;2023-04;Santarém;Santarém;Gançaria;Sim;152;14;1416;141628;Sim
2023;4;2023-04;Guarda;Seia;Teixeira;Sim;67;09;0912;091221;Sim
2023;4;2023-04;Lisboa;Vila Franca de Xira;Vila Franca de Xira;Não;165;11;1114;111409;Sim
2023;4;2023-04;Viseu;Sátão;Águas Boas e Forles;Não;152;18;1817;181713;Sim
2023;4;2023-04;Portalegre;Castelo de Vide;Nossa Senhora da Graça de Póvoa e Meadas;Não;134;12;1205;120501;Sim
2023;4;2023-04;Porto;Penafiel;Sebolido;Sim;140;13;1311;131134;Sim
2023;4;2023-04;Faro;Faro;Santa Bárbara de Nexe;Sim;1382;08;0805;080503;Sim
2023;4;2023-04;Viseu;Tondela;Tondela e Nandufe;Sim;3623;18;1821;182132;Sim
2023;4;2023-04;Santarém;Golegã;Azinhaga;Não;279;14;1412;141201;Sim
2023;4;2023-04;Braga;Barcelos;Cambeses;Não;344;03;0302;030216;Sim
2023;4;2023-04;Viseu;Penedono;Souto;Não;135;18;1812;181209;Sim
2023;4;2023-04;Viseu;Tarouca;Granja Nova e Vila Chã da Beira;Sim;194;18;1820;182012;Sim
2023;4;2023-04;Guarda;Aguiar da Beira;Cortiçada;Sim;347;09;0901;090103;Sim
2023;4;2023-04;Faro;Castro Marim;Odeleite;Sim;257;08;0804;080403;Sim
2023;4;2023-04;Braga;Fafe;Ribeiros;Sim;79;03;0307;030725;Sim
2023;4;2023-04;Viseu;Mortágua;Espinho;Sim;232;18;1808;180804;Sim
2023;4;2023-04;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;Não;5606;13;1313;131313;Sim
2023;4;2023-04;Setúbal;Seixal;Seixal, Arrentela e Aldeia de Paio Pires;Sim;25965;15;1510;151007;Sim
2023;4;2023-04;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;Sim;4638;15;1501;150107;Sim
2023;4;2023-04;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;Não;401;04;0402;040252;Sim
2023;4;2023-04;Viseu;Vila Nova de Paiva;Vila Nova de Paiva, Alhais e Fráguas;Sim;1863;18;1822;182208;Sim
2023;4;2023-04;Braga;Guimarães;Brito;Sim;2026;03;0308;030807;Sim
2023;4;2023-04;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;Sim;2868;01;0109;010936;Sim
2023;4;2023-04;Porto;Felgueiras;Pinheiro;Sim;144;13;1303;130314;Sim
2023;4;2023-04;Coimbra;Cantanhede;Vilamar e Corticeiro de Cima;Não;638;06;0602;060224;Sim
2023;4;2023-04;Braga;Vila Verde;Oleiros;Não;375;03;0313;031330;Sim
2023;4;2023-04;Viseu;Viseu;Bodiosa;Não;923;18;1823;182304;Sim
2023;4;2023-04;Viseu;São Pedro do Sul;Pindelo dos Milagres;Não;196;18;1816;181608;Sim
2023;4;2023-04;Bragança;Miranda do douro;Picote;Sim;133;04;0406;040611;Sim
2023;4;2023-04;Castelo Branco;Idanha-a-Nova;Monfortinho e Salvaterra do Extremo;Sim;184;05;0505;050519;Sim
2023;4;2023-04;Leiria;Alcobaça;Pataias e Martingança;Sim;2407;10;1001;100123;Sim
2023;4;2023-04;Braga;Vila Nova de Famalicão;Oliveira (São Mateus);Sim;953;03;0312;031242;Sim
2023;4;2023-04;Lisboa;Vila Franca de Xira;Castanheira do Ribatejo e Cachoeiras;Não;86;11;1114;111414;Sim
2023;4;2023-04;Braga;Póvoa de Lanhoso;São João de Rei;Não;126;03;0309;030923;Sim
2023;4;2023-04;Bragança;Freixo de Espada À Cinta;Poiares;Sim;204;04;0404;040406;Sim
2023;4;2023-04;Viseu;Oliveira de Frades;Arca e Varzielas;Sim;130;18;1810;181013;Sim
2023;4;2023-04;Guarda;Seia;Travancinha;Sim;294;09;0912;091224;Sim
2023;4;2023-04;Aveiro;Santa Maria da Feira;Mozelos;Sim;1231;01;0109;010916;Sim
2023;4;2023-04;Braga;Guimarães;Azurém;Sim;5407;03;0308;030804;Sim
2023;4;2023-04;Coimbra;Montemor-o-Velho;Carapinheira;Sim;685;06;0610;061003;Sim
2023;4;2023-04;Vila Real;Mondim de Basto;São Cristóvão de Mondim de Basto;Sim;1946;17;1705;170505;Sim
2023;4;2023-04;Guarda;Vila Nova de Foz Côa;Castelo Melhor;Não;214;09;0914;091402;Sim
2023;4;2023-04;Braga;Barcelos;Aborim;Não;232;03;0302;030202;Sim
2023;4;2023-04;Coimbra;Arganil;Secarias;Não;221;06;0601;060116;Sim
2023;4;2023-04;Beja;Aljustrel;São João de Negrilhos;Não;653;02;0201;020104;Sim
2023;4;2023-04;Porto;Vila Nova de Gaia;São Félix da Marinha;Não;4102;13;1317;131717;Sim
2023;4;2023-04;Santarém;Ourém;Rio de Couros e Casal dos Bernardos;Sim;947;14;1421;142122;Sim
2023;4;2023-04;Bragança;Freixo de Espada À Cinta;Lagoaça e Fornos;Sim;425;04;0404;040408;Sim
2023;4;2023-04;Braga;Celorico de Basto;Agilde;Não;348;03;0305;030501;Sim
2023;4;2023-04;Santarém;Ourém;Seiça;Sim;746;14;1421;142113;Sim
2023;4;2023-04;Coimbra;Montemor-o-Velho;Seixo de Gatões;Sim;242;06;0610;061010;Sim
2023;4;2023-04;Viseu;Viseu;São Cipriano e Vil de Souto;Não;628;18;1823;182340;Sim
2023;4;2023-04;Guarda;Gouveia;Vila Cortês da Serra;Não;147;09;0906;090619;Sim
2023;4;2023-04;Bragança;Carrazeda de Ansiães;Parambos;Sim;213;04;0403;040311;Sim
2023;4;2023-04;Vila Real;Montalegre;Sezelhe e Covelães;Sim;83;17;1706;170640;Sim
2023;4;2023-04;Lisboa;Lisboa;São Domingos de Benfica;Sim;23062;11;1106;110639;Sim
2023;4;2023-04;Porto;Maia;Folgosa;Não;827;13;1306;130603;Sim
2023;4;2023-04;Porto;Paços de Ferreira;Sanfins Lamoso Codessos;Sim;1115;13;1309;130919;Sim
2023;4;2023-04;Coimbra;Oliveira do Hospital;Nogueira do Cravo;Não;845;06;0611;061111;Sim
2023;4;2023-04;Braga;Cabeceiras de Basto;Abadim;Não;237;03;0304;030401;Sim
2023;4;2023-04;Santarém;Alcanena;Malhou, Louriceira e Espinheiro;Sim;440;14;1402;140212;Sim
2023;4;2023-04;Vila Real;Vila Pouca de Aguiar;Soutelo de Aguiar;Sim;175;17;1713;171310;Sim
2023;4;2023-04;Castelo Branco;Castelo Branco;Póvoa de Rio de Moinhos e Cafede;Sim;571;05;0502;050231;Sim
2023;4;2023-04;Porto;Vila do Conde;Labruge;Sim;1406;13;1316;131613;Sim
2023;4;2023-04;Castelo Branco;Castelo Branco;Escalos de Cima e Lousa;Sim;450;05;0502;050228;Sim
2023;4;2023-04;Coimbra;Cantanhede;Portunhos e Outil;Não;365;06;0602;060222;Sim
2023;4;2023-04;Leiria;Figueiró dos Vinhos;Campelo;Não;301;10;1008;100803;Sim
2023;4;2023-04;Vila Real;Boticas;Vilar e Viveiro;Sim;115;17;1702;170221;Sim
2023;4;2023-04;Viana do Castelo;Ponte de Lima;Brandara;Sim;213;16;1607;160710;Sim
2023;4;2023-04;Viana do Castelo;Ponte de Lima;Arcozelo;Sim;1925;16;1607;160704;Sim
2023;4;2023-04;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;Não;6394;13;1304;130415;Sim
2023;4;2023-04;Lisboa;Loures;Moscavide e Portela;Sim;12435;11;1107;110726;Sim
2023;4;2023-04;Porto;Vila do Conde;Malta e Canidelo;Não;608;13;1316;131633;Sim
2023;4;2023-04;Viseu;São João da Pesqueira;Vilarouco e Pereiros;Não;247;18;1815;181517;Sim
2023;4;2023-04;Braga;Barcelos;Carreira e Fonte Coberta;Não;482;03;0302;030295;Sim
2023;4;2023-04;Viseu;Carregal do Sal;Carregal do Sal;Sim;2338;18;1802;180208;Sim
2023;4;2023-04;Braga;Vila Verde;Marrancos e Arcozelo;Não;301;03;0313;031364;Sim
2023;4;2023-04;Coimbra;Coimbra;São Silvestre;Não;768;06;0603;060324;Sim
2023;4;2023-04;Aveiro;Castelo de Paiva;Real;Não;336;01;0106;010606;Sim
2023;4;2023-04;Braga;Fafe;Freitas e Vila Cova;Sim;101;03;0307;030742;Sim
2023;4;2023-04;Coimbra;Montemor-o-Velho;Ereira;Sim;162;06;0610;061014;Sim
2023;4;2023-04;Beja;Barrancos;Barrancos;Não;200;02;0204;020401;Sim
2023;4;2023-04;Guarda;Sabugal;Quintas de São Bartolomeu;Não;171;09;0911;091124;Sim
2023;4;2023-04;Viseu;Viseu;Ribafeita;Sim;311;18;1823;182322;Sim
2023;4;2023-04;Porto;Felgueiras;Pinheiro;Não;331;13;1303;130314;Sim
2023;4;2023-04;Aveiro;Vagos;Santo André de Vagos;Sim;333;01;0118;011810;Sim
2023;4;2023-04;Aveiro;Vagos;Ouca;Não;547;01;0118;011805;Sim
2023;4;2023-04;Bragança;Mogadouro;Remondes e Soutelo;Não;204;04;0408;040831;Sim
2023;4;2023-04;Lisboa;Torres Vedras;Freiria;Sim;602;11;1113;111306;Sim
2023;4;2023-04;Santarém;Rio Maior;Asseiceira;Não;315;14;1414;141410;Sim
2023;4;2023-04;Braga;Barcelos;Gilmonde;Não;285;03;0302;030237;Sim
2023;4;2023-04;Bragança;Mirandela;Lamas de Orelhão;Sim;207;04;0407;040718;Sim
2023;4;2023-04;Lisboa;Lisboa;Santa Clara;Sim;10798;11;1106;110664;Sim
2023;4;2023-04;Setúbal;Palmela;Pinhal Novo;Não;849;15;1508;150803;Sim
2023;4;2023-04;Vila Real;Valpaços;Santiago da Ribeira de Alhariz;Não;361;17;1712;171221;Sim
2023;4;2023-04;Porto;Porto;Lordelo do Ouro e Massarelos;Sim;17500;13;1312;131218;Sim
2023;4;2023-04;Viana do Castelo;Caminha;Seixas;Sim;1147;16;1602;160215;Sim
2023;4;2023-04;Santarém;Mação;Carvoeiro;Não;292;14;1413;141304;Sim
2023;4;2023-04;Leiria;Nazaré;Valado dos Frades;Não;504;10;1011;101103;Sim
2023;4;2023-04;Viseu;Vouzela;Alcofra;Não;415;18;1824;182401;Sim
2023;4;2023-04;Guarda;Celorico da Beira;Rapa e Cadafaz;Sim;59;09;0903;090326;Sim
2023;4;2023-04;Viseu;Moimenta da Beira;Vilar;Não;184;18;1807;180720;Sim
2023;4;2023-04;Setúbal;Santiago do Cacém;Cercal;Sim;969;15;1509;150903;Sim
2023;4;2023-04;Faro;Lagos;São Gonçalo de Lagos;Não;4517;08;0807;080708;Sim
2023;4;2023-04;Castelo Branco;Sertã;Carvalhal;Não;144;05;0509;050902;Sim
2023;4;2023-04;Viseu;São Pedro do Sul;Santa Cruz da Trapa e São Cristóvão de Lafões;Não;672;18;1816;181621;Sim
2023;4;2023-04;Beja;Serpa;Vila Nova de São Bento e Vale de Vargo;Sim;852;02;0213;021309;Sim
2023;4;2023-04;Guarda;Guarda;Santana da Azinha;Não;213;09;0907;090738;Sim
2023;4;2023-04;Porto;Lousada;Macieira;Não;88;13;1305;130512;Sim
2023;4;2023-04;Aveiro;Ílhavo;Ílhavo (São Salvador);Não;104;01;0110;011008;Sim
2023;4;2023-04;Bragança;Vimioso;Caçarelhos e Angueira;Sim;124;04;0411;041116;Sim
2023;4;2023-04;Viana do Castelo;Viana do Castelo;Chafé;Sim;3771;16;1609;160940;Sim
2023;4;2023-04;Santarém;Cartaxo;Pontével;Não;938;14;1406;140604;Sim
2023;4;2023-04;Aveiro;Castelo de Paiva;Santa Maria de Sardoura;Sim;330;01;0106;010607;Sim
2023;4;2023-04;Aveiro;Oliveira de Azeméis;São Roque;Não;1626;01;0113;011318;Sim
2023;4;2023-04;Guarda;Guarda;Vila Fernando;Sim;207;09;0907;090751;Sim
2023;4;2023-04;Viseu;Vila Nova de Paiva;Touro;Não;159;18;1822;182205;Sim
2023;4;2023-04;Braga;Barcelos;Palme;Sim;242;03;0302;030255;Sim
2023;4;2023-04;Coimbra;Cantanhede;Murtede;Sim;294;06;0602;060208;Sim
2023;4;2023-04;Viseu;Castro daire;Picão e Ermida;Não;398;18;1803;180326;Sim
2023;4;2023-04;Setúbal;Seixal;Seixal, Arrentela e Aldeia de Paio Pires;Não;176;15;1510;151007;Sim
2023;4;2023-04;Bragança;Vila Flor;Valtorno e Mourão;Sim;95;04;0410;041022;Sim
2023;4;2023-04;Guarda;Figueira de Castelo Rodrigo;Cinco Vilas e Reigada;Sim;173;09;0904;090420;Sim
2023;4;2023-04;Leiria;Ansião;Ansião;Não;50;10;1003;100309;Sim
2023;4;2023-04;Bragança;Macedo de Cavaleiros;Cortiços;Não;161;04;0405;040510;Sim
2023;4;2023-04;Aveiro;Aveiro;Esgueira;Sim;7406;01;0105;010505;Sim
2023;4;2023-04;Aveiro;Santa Maria da Feira;Paços de Brandão;Não;1276;01;0109;010919;Sim
2023;4;2023-04;Porto;Lousada;Torno;Não;454;13;1305;130525;Sim
2023;4;2023-04;Bragança;Macedo de Cavaleiros;Macedo de Cavaleiros;Não;75;04;0405;040520;Sim
2023;4;2023-04;Viseu;São João da Pesqueira;Ervedosa do Douro;Sim;747;18;1815;181502;Sim
2023;4;2023-04;Lisboa;Lourinhã;Santa Bárbara;Sim;1091;11;1108;110806;Sim
2023;4;2023-04;Castelo Branco;Idanha-a-Nova;Ladoeiro;Não;735;05;0505;050505;Sim
2023;4;2023-04;Braga;Barcelos;Galegos (São Martinho);Sim;492;03;0302;030272;Sim
2023;4;2023-04;Viseu;Viseu;Fragosela;Sim;900;18;1823;182315;Sim
2023;4;2023-04;Guarda;Figueira de Castelo Rodrigo;Escalhão;Não;27;09;0904;090406;Sim
2023;4;2023-04;Guarda;Trancoso;Granja;Sim;42;09;0913;091309;Sim
2023;4;2023-04;Lisboa;Alenquer;Vila Verde dos Francos;Não;420;11;1101;110114;Sim
2023;4;2023-04;Porto;Santo Tirso;Água Longa;Não;418;13;1314;131402;Sim
2023;4;2023-04;Viana do Castelo;Ponte de Lima;Sá;Sim;83;16;1607;160740;Sim
2023;4;2023-04;Bragança;Bragança;Castro de Avelãs;Não;80;04;0402;040209;Sim
2023;4;2023-04;Leiria;Bombarral;Bombarral e Vale Covo;Sim;4500;10;1005;100506;Sim
2023;4;2023-04;Portalegre;Elvas;Barbacena e Vila Fernando;Sim;342;12;1207;120714;Sim
2023;4;2023-04;Guarda;Seia;Sandomil;Sim;460;09;0912;091212;Sim
2023;4;2023-04;Viseu;Lamego;Cepões, Meijinhos e Melcões;Sim;764;18;1805;180527;Sim
2023;4;2023-04;Vila Real;Montalegre;Vilar de Perdizes e Meixide;Não;414;17;1706;170643;Sim
2023;4;2023-04;Bragança;Mirandela;Aguieiras;Não;156;04;0407;040703;Sim
2023;4;2023-04;Beja;Beja;Albernoa e Trindade;Não;185;02;0205;020519;Sim
2023;4;2023-04;Setúbal;Alcácer do Sal;São Martinho;Não;8;15;1501;150105;Sim
2023;4;2023-04;Leiria;Ansião;Avelar;Não;20;10;1003;100303;Sim
2023;4;2023-04;Vila Real;Vila Real;Mateus;Não;33;17;1714;171415;Sim
2023;4;2023-04;Vila Real;Chaves;Tronco;Não;6;17;1703;170340;Sim
2023;4;2023-04;Bragança;Alfândega da Fé;Ferradosa e Sendim da Serra;Não;11;04;0401;040123;Sim
2023;4;2023-04;Leiria;Leiria;Parceiros e Azoia;Não;14;10;1009;100937;Sim
2023;4;2023-04;Évora;Vila Viçosa;Pardais;Não;3;07;0714;071404;Sim
2023;4;2023-04;Porto;Trofa;Covelas;Não;44;13;1318;131806;Sim
2023;4;2023-04;Viseu;São João da Pesqueira;Valongo dos Azeites;Não;9;18;1815;181512;Sim
2023;4;2023-04;Castelo Branco;Fundão;Bogas de Cima;Não;28;05;0504;050410;Sim
2023;4;2023-04;Castelo Branco;Covilhã;Boidobra;Não;16;05;0503;050305;Sim
2023;4;2023-04;Évora;Évora;S. Sebastião da Giesteira e N. S. da Boa Fé;Não;12;07;0705;070527;Sim
2023;4;2023-04;Braga;Terras de Bouro;Chamoim e Vilar;Não;9;03;0310;031018;Sim
2023;4;2023-04;Lisboa;Lourinhã;Santa Bárbara;Não;4;11;1108;110806;Sim
2023;4;2023-04;Viseu;Lamego;Cambres;Não;1;18;1805;180505;Sim
2023;4;2023-04;Vila Real;Mesão Frio;Cidadelhe;Não;3;17;1704;170402;Sim
