;Data/Hora;Dia;Mês;Ano;Data;Hora;Baixa Tensão (kWh);Média Tensão (kWh);Alta Tensão (kWh);Muito Alta Tensão (kWh);Total (kWh)
38;2023-02-10T10:30:00+00:00;10;2;2023;2023-02-10;10:30;0.5776029795969176;0.86769089050357;0.809739253327483;0.4474267371771058;0.7501214884579774
39;2023-02-16T04:15:00+00:00;16;2;2023;2023-02-16;04:15;0.3323984123147807;0.527884746964681;0.8318534771656463;0.46654410197389584;0.48624118363911356
40;2023-02-17T01:30:00+00:00;17;2;2023;2023-02-17;01:30;0.3764038092125175;0.5451429752857218;0.8679248743776209;0.530736470117849;0.5276645289021824
41;2023-02-17T10:00:00+00:00;17;2;2023;2023-02-17;10:00;0.5130578920317145;0.8528746478873694;0.8507146876706191;0.563533670176481;0.7113041953868641
42;2023-02-18T20:30:00+00:00;18;2;2023;2023-02-18;20:30;0.6645574849080554;0.46645683199375887;0.8008453381787173;0.7634253385806148;0.7031705346031739
43;2023-02-21T23:45:00+00:00;21;2;2023;2023-02-21;23:45;0.4493208906208358;0.4363863683192982;0.7895744911650945;0.716218911731862;0.5452002716780028
44;2023-02-22T10:00:00+00:00;22;2;2023;2023-02-22;10:00;0.5177306206835881;0.876740280620106;0.8126446385395014;0.6614498062138803;0.7221041018327072
45;2023-02-22T16:30:00+00:00;22;2;2023;2023-02-22;16:30;0.4967295986567876;0.8676610744228954;0.8164256732107096;0.514210355688495;0.698983640178714
46;2023-02-24T06:30:00+00:00;24;2;2023;2023-02-24;06:30;0.38498628846151495;0.6071746330014669;0.8732676600764555;0.8307842145101989;0.5658326949321414
47;2023-02-27T16:15:00+00:00;27;2;2023;2023-02-27;16:15;0.5284633537984549;0.8546639295938333;0.8445332844343626;0.6959451000864063;0.7275669062751177
48;2023-02-28T10:00:00+00:00;28;2;2023;2023-02-28;10:00;0.5747413057320685;0.8886074782966081;0.8007476155055251;0.5844851593833811;0.7596119469571904
49;2023-02-28T12:30:00+00:00;28;2;2023;2023-02-28;12:30;0.5762408785540164;0.7729539210526105;0.7917753858372475;0.5791720469909396;0.7251644712139904
50;2023-03-03T12:15:00+00:00;3;3;2023;2023-03-03;12:15;0.5808450925660735;0.7718186651165128;0.8053391520037809;0.7284259457376286;0.7359781146471605
51;2023-03-05T12:00:00+00:00;5;3;2023;2023-03-05;12:00;0.6424696945082539;0.4225513959623954;0.7739807499665662;0.7259756134745886;0.670805589679213
52;2023-03-08T01:30:00+00:00;8;3;2023;2023-03-08;01:30;0.3877098275144232;0.5492488683744803;0.8010034318839014;0.7785485848826759;0.5408935169655846
53;2023-03-09T12:45:00+00:00;9;3;2023;2023-03-09;12:45;0.557078029906325;0.78634356638503;0.7834611628516693;0.7793079613883698;0.7242649661112223
54;2023-03-13T01:30:00+00:00;13;3;2023;2023-03-13;01:30;0.33270996553255383;0.4117385346912772;0.7585249001250393;0.7809821536810395;0.45866642553695874
55;2023-03-13T05:45:00+00:00;13;3;2023;2023-03-13;05:45;0.3065903372696203;0.4504090925489223;0.7562088709329157;0.8527403863234974;0.45542344417113834
56;2023-03-13T21:00:00+00:00;13;3;2023;2023-03-13;21:00;0.6356247921717001;0.6753360288418613;0.7886158890088315;0.3806543255154592;0.7272321300484371
57;2023-03-14T06:15:00+00:00;14;3;2023;2023-03-14;06:15;0.32426779068256667;0.5810403377718134;0.7803607777771753;0.6853401490413542;0.5011140678332433
58;2023-03-14T20:45:00+00:00;14;3;2023;2023-03-14;20:45;0.6400233732954572;0.6846909856957509;0.8639043882263805;0.4947790522442069;0.7456498563376753
59;2023-03-15T06:45:00+00:00;15;3;2023;2023-03-15;06:45;0.3288984018665492;0.6176201309290648;0.889301680249339;0.5691686981804757;0.5208585549881669
60;2023-03-16T04:30:00+00:00;16;3;2023;2023-03-16;04:30;0.2960064888698724;0.5264890772108286;0.8227479869680562;0.7664576688928497;0.47366132886270607
61;2023-03-21T01:00:00+00:00;21;3;2023;2023-03-21;01:00;0.3462438438370942;0.5466393968158624;0.8647968043769174;0.5439652145331606;0.5079547976271392
62;2023-03-22T00:00:00+00:00;22;3;2023;2023-03-22;00:00;0.40226932643584234;0.5690025755423004;0.8606028767627688;0.6530346047703844;0.556996791152538
63;2023-03-22T01:00:00+00:00;22;3;2023;2023-03-22;01:00;0.34913340790450736;0.5546313200071334;0.877969048578342;0.628707350836075;0.5173937949022243
64;2023-03-22T04:15:00+00:00;22;3;2023;2023-03-22;04:15;0.2928630992579833;0.5239724998982194;0.8429161145551703;0.5692971556630778;0.4640008613051399
65;2023-03-22T20:00:00+00:00;22;3;2023;2023-03-22;20:00;0.6568943343201405;0.7179307899640179;0.8818033024477556;0.5731472785294804;0.7722432824191231
66;2023-03-22T23:45:00+00:00;22;3;2023;2023-03-22;23:45;0.4186961819529748;0.5767398701729378;0.8335059154056519;0.6417824778862994;0.5671964721798136
67;2023-03-23T02:45:00+00:00;23;3;2023;2023-03-23;02:45;0.30719428676962457;0.5330721643344298;0.8220207395911603;0.6247104824869785;0.47678701578220817
68;2023-03-25T02:15:00+00:00;25;3;2023;2023-03-25;02:15;0.32749359196909006;0.48651910306701307;0.8484499830430285;0.584556338023638;0.47758194645763863
69;2023-03-25T22:15:00+00:00;25;3;2023;2023-03-25;22:15;0.5045336539726115;0.42526943868758427;0.8217524080140652;0.5959053697389246;0.5771586846907927
70;2023-03-25T23:30:00+00:00;25;3;2023;2023-03-25;23:30;0.43284105127535105;0.39974663456420184;0.8073355536371118;0.7225160378486908;0.5252276514023781
71;2023-03-26T00:00:00+00:00;26;3;2023;2023-03-26;00:00;0.4067706500553664;0.3882882700155498;0.8154415506655424;0.7039548503724342;0.5041512724662491
72;2023-03-28T01:30:00+01:00;28;3;2023;2023-03-28;01:30;0.3212478615299134;0.5420273283452144;0.883065598456958;0.8714755140204515;0.5061227584155232
73;2023-03-29T19:45:00+01:00;29;3;2023;2023-03-29;19:45;0.5228469633871496;0.7193052965798721;0.9211609821885488;0.44831931365455985;0.6802210042248107
74;2023-04-01T20:45:00+01:00;1;4;2023;2023-04-01;20:45;0.5619695383642815;0.46525814426822637;0.8508763660717102;0.8159128029183607;0.6406908096803966
75;2023-04-02T07:15:00+01:00;2;4;2023;2023-04-02;07:15;0.2792288008073692;0.3915714152467903;0.8086936670693525;0.6574913862624673;0.41597312205388054
76;2023-04-02T13:15:00+01:00;2;4;2023;2023-04-02;13:15;0.42289292817469987;0.36345245802402953;0.7689118429565588;0.6197454937640384;0.49926541832333166
77;2023-04-03T04:45:00+01:00;3;4;2023;2023-04-03;04:45;0.2735138097713842;0.4188835164155484;0.8321015933281194;0.7887815419436274;0.4284253272565848
78;2023-04-06T17:15:00+01:00;6;4;2023;2023-04-06;17:15;0.39235274015813093;0.7218964526487298;0.8416031142289667;0.6753134916355411;0.5947435413571385
79;2023-04-07T11:00:00+01:00;7;4;2023;2023-04-07;11:00;0.40513620540194145;0.4423032261172578;0.7297164545145167;0.7681326376797769;0.5133325058980744
80;2023-04-08T02:00:00+01:00;8;4;2023;2023-04-08;02:00;0.30126053941468883;0.38538337170756404;0.755127095130014;0.5800732208935812;0.42022153815570035
81;2023-04-10T07:30:00+01:00;10;4;2023;2023-04-10;07:30;0.2912842244585697;0.4820330614445079;0.767324874109759;0.6287529666612475;0.44554838190069435
82;2023-04-11T00:45:00+01:00;11;4;2023;2023-04-11;00:45;0.3296207383200466;0.4803058120936111;0.787872631977405;0.8294511023681999;0.48203726821410087
83;2023-04-11T03:00:00+01:00;11;4;2023;2023-04-11;03:00;0.2756177275821594;0.4628896257321922;0.7609517829450173;0.725217899180597;0.432924430521657
84;2023-04-11T18:15:00+01:00;11;4;2023;2023-04-11;18:15;0.39956966094379986;0.7095791948570563;0.8393580443761098;0.6595145108433629;0.5950452970382714
85;2023-04-12T10:45:00+01:00;12;4;2023;2023-04-12;10:45;0.4507264968649129;0.8710847224275076;0.8167481851859376;0.8514911401505013;0.6839400367476313
86;2023-04-13T08:15:00+01:00;13;4;2023;2023-04-13;08:15;0.3775238731571847;0.7782332203001925;0.8658319909744878;0.7894378943660939;0.6089515087120001
87;2023-04-16T02:30:00+01:00;16;4;2023;2023-04-16;02:30;0.29914443679157743;0.3782469077777196;0.8084576839122539;0.8160500092700657;0.43257100529060866
88;2023-04-16T07:30:00+01:00;16;4;2023;2023-04-16;07:30;0.2685656044960233;0.3866628590162843;0.8266894317791087;0.8223877021637104;0.4164686566593746
89;2023-04-19T04:15:00+01:00;19;4;2023;2023-04-19;04:15;0.2664239161543458;0.5360503678544236;0.8743698399406941;0.7904553138647017;0.46271664587248384
90;2023-04-20T07:30:00+01:00;20;4;2023;2023-04-20;07:30;0.33124159550516064;0.6795416928456863;0.8889800531170349;0.610368062656089;0.5426321567876657
91;2023-04-21T20:15:00+01:00;21;4;2023;2023-04-21;20:15;0.521434809131097;0.6741236596361779;0.8629039510069945;0.6544750989090079;0.6692154198464172
92;2023-04-25T02:30:00+01:00;25;4;2023;2023-04-25;02:30;0.28757357038204545;0.4439335133703875;0.7715928876170597;0.5382185494174387;0.4281104520379965
93;2023-04-26T08:45:00+01:00;26;4;2023;2023-04-26;08:45;0.39426592215603457;0.8080623253691326;0.8148771450111454;0.5736424000882017;0.6143851911916307
94;2023-04-26T15:00:00+01:00;26;4;2023;2023-04-26;15:00;0.4024701856096001;0.801606098093314;0.7756638530975529;0.8370207089081788;0.6258568866783732
95;2023-04-27T09:45:00+01:00;27;4;2023;2023-04-27;09:45;0.4117010957082218;0.8297165260520112;0.7876094649103718;0.6329598730355892;0.6325344884021314
96;2023-04-27T15:00:00+01:00;27;4;2023;2023-04-27;15:00;0.4060514802889652;0.8262804105522908;0.790961763989534;0.6027775825553527;0.6266756041576909
97;2023-05-04T16:15:00+01:00;4;5;2023;2023-05-04;16:15;0.38945453786503026;0.8290220481166498;0.8234866462462177;0.5801478643870549;0.6185019490914133
98;2023-05-06T06:15:00+01:00;6;5;2023;2023-05-06;06:15;0.2686101954330888;0.4934267532719459;0.8039779867413536;0.7426732376792576;0.4423420980111104
99;2023-05-06T12:00:00+01:00;6;5;2023;2023-05-06;12:00;0.44860608511465183;0.5068244002651401;0.7653182165466982;0.5869786008453326;0.557409992328226
100;2023-05-08T00:15:00+01:00;8;5;2023;2023-05-08;00:15;0.3438480727615745;0.4276842895811614;0.8218127876209078;0.8209708369472632;0.4790876285784133
101;2023-05-10T14:00:00+01:00;10;5;2023;2023-05-10;14:00;0.3948569119275643;0.752155715525751;0.773708846351677;0.919640081547941;0.6095186126684952
102;2023-05-12T14:15:00+01:00;12;5;2023;2023-05-12;14:15;0.3933951905398028;0.7418440577562893;0.7873295025691559;0.9056533383076449;0.6062111279334903
103;2023-05-14T02:15:00+01:00;14;5;2023;2023-05-14;02:15;0.2973422313849729;0.3898117434439169;0.7117673271925861;0.808436692344723;0.424730587294883
104;2023-05-18T03:45:00+01:00;18;5;2023;2023-05-18;03:45;0.2839950259336295;0.5497200428471467;0.8285020927372223;0.7878865441992101;0.47395477137812275
105;2023-05-19T13:30:00+01:00;19;5;2023;2023-05-19;13:30;0.3965148604432278;0.7036892053049475;0.8307381879880356;0.7656464866361304;0.5951044554034386
106;2023-05-20T21:15:00+01:00;20;5;2023;2023-05-20;21:15;0.49550746812799923;0.4736346352580889;0.7426959867052901;0.7762503904235614;0.5855164850948341
107;2023-05-20T23:30:00+01:00;20;5;2023;2023-05-20;23:30;0.4037005204630089;0.425962533633497;0.7478414585569464;0.7734162240157589;0.5095668039026193
108;2023-05-24T10:00:00+01:00;24;5;2023;2023-05-24;10:00;0.3981725870843786;0.8255320890292227;0.8314526776204368;0.6066543219193546;0.6253564263239303
109;2023-05-24T12:15:00+01:00;24;5;2023;2023-05-24;12:15;0.4291655304239725;0.7795225514591697;0.8003289398466222;0.5373582534400213;0.6264738159803118
110;2023-05-25T03:45:00+01:00;25;5;2023;2023-05-25;03:45;0.273372532634934;0.5534213889974765;0.8441742125624796;0.6925933800635593;0.46517351867128637
111;2023-05-26T17:00:00+01:00;26;5;2023;2023-05-26;17:00;0.4103614457967995;0.8012509384432577;0.8968636119858184;0.47578165672801903;0.627128996821541
112;2023-05-29T19:30:00+01:00;29;5;2023;2023-05-29;19:30;0.4865770723452047;0.7209460748195086;0.8910797837425927;0.5726665854456121;0.6586731769330681
113;2023-06-01T06:30:00+01:00;1;6;2023;2023-06-01;06:30;0.2620504107440635;0.6144652793883846;0.8767214768127218;0.7278601154737093;0.48046586331698643
114;2023-06-01T17:30:00+01:00;1;6;2023;2023-06-01;17:30;0.40432620931220625;0.8312655267460523;0.8653191013896223;0.5476670196536745;0.6319923978560674
115;2023-06-02T03:00:00+01:00;2;6;2023;2023-06-02;03:00;0.2801660726785504;0.5554766391423861;0.8517224588372868;0.8058818702049225;0.4762058660185058
116;2023-06-04T16:00:00+01:00;4;6;2023;2023-06-04;16:00;0.3491965149266467;0.42299411592463476;0.7683571289250521;0.5979224806196143;0.4659829073043436
117;2023-06-05T13:30:00+01:00;5;6;2023;2023-06-05;13:30;0.40433417578496117;0.7369586800033218;0.8539014762070923;0.544093660083818;0.6027020784953845
118;2023-06-06T23:00:00+01:00;6;6;2023;2023-06-06;23:00;0.4361696918880273;0.6507331744306278;0.8879000837493415;0.8072489213872929;0.6138507903235058
119;2023-06-06T23:45:00+01:00;6;6;2023;2023-06-06;23:45;0.3864485313824001;0.6180837122258497;0.8901630844316056;0.8433100939463238;0.5723176381005558
120;2023-06-07T03:00:00+01:00;7;6;2023;2023-06-07;03:00;0.28865190529617724;0.5727161480489906;0.8910491539676666;0.859289001124148;0.4934072501264237
121;2023-06-08T00:00:00+01:00;8;6;2023;2023-06-08;00:00;0.3818828946273908;0.5640924179846829;0.7896147325309713;0.7291183133588707;0.5379990399221951
122;2023-06-08T16:15:00+01:00;8;6;2023;2023-06-08;16:15;0.38120713896824837;0.501721871196785;0.7350548752060333;0.7088056971930696;0.5126426659745732
123;2023-06-12T21:00:00+01:00;12;6;2023;2023-06-12;21:00;0.4768384861466262;0.7039596343265678;0.8805672442566304;0.7960223518112408;0.6559592599550477
124;2023-06-15T16:30:00+01:00;15;6;2023;2023-06-15;16:30;0.43041247907425706;0.8816880478074512;0.8711831457275782;0.8767969640888195;0.6799242724711365
125;2023-06-18T07:45:00+01:00;18;6;2023;2023-06-18;07:45;0.2865290074032319;0.4118327294282632;0.7971471259485172;0.6613906770022409;0.4259462064704378
126;2023-06-20T10:30:00+01:00;20;6;2023;2023-06-20;10:30;0.4208346116339461;0.8632434172618711;0.820559099128475;0.564593327842026;0.6489266897674393
127;2023-06-20T15:15:00+01:00;20;6;2023;2023-06-20;15:15;0.41127336221037264;0.8491328310547995;0.8293838487150692;0.6073221124877254;0.6410575592492268
128;2023-06-22T16:00:00+01:00;22;6;2023;2023-06-22;16:00;0.4132222197189412;0.8532902848589936;0.8396071037721567;0.7302010079385588;0.6501291812308659
129;2023-06-23T02:15:00+01:00;23;6;2023;2023-06-23;02:15;0.3112332241025474;0.592666779896947;0.8524072398787199;0.8203529852394693;0.509004219548519
130;2023-06-24T06:45:00+01:00;24;6;2023;2023-06-24;06:45;0.2891190434763374;0.5173601828891116;0.8188402825610925;0.4393613528214387;0.45127786946232157
131;2023-06-26T05:30:00+01:00;26;6;2023;2023-06-26;05:30;0.3074985662736472;0.5023010730646914;0.8303991743251787;0.8459035104206719;0.47858593501436447
132;2023-06-28T01:30:00+01:00;28;6;2023;2023-06-28;01:30;0.3688113876673877;0.6373842894233226;0.9240662469443315;0.8404044845597941;0.569373636349548
133;2023-06-28T09:45:00+01:00;28;6;2023;2023-06-28;09:45;0.45251136560628874;0.9211436584924589;0.8570029425294234;0.6426734059196799;0.694718514438606
134;2023-06-29T02:00:00+01:00;29;6;2023;2023-06-29;02:00;0.3462843359807764;0.6212893336297858;0.8811330414867934;0.6067587099156628;0.5345842087353446
135;2023-06-29T21:30:00+01:00;29;6;2023;2023-06-29;21:30;0.5261618729115211;0.7544862556072335;0.9468279050826423;0.7993145791570513;0.7111697702750263
136;2023-06-30T01:45:00+01:00;30;6;2023;2023-06-30;01:45;0.3414813965773828;0.6063596694343796;0.9108585722765833;0.6143409230142998;0.530224143217958
137;2023-06-30T23:00:00+01:00;30;6;2023;2023-06-30;23:00;0.4682174816671763;0.6496971517185549;0.9028408904935057;0.607096745584712;0.6278100092947113
138;2023-07-04T10:30:00+01:00;4;7;2023;2023-07-04;10:30;0.440149189889434;0.8706340448865914;0.8647027684811878;0.6372565994194157;0.6718848391862695
139;2023-07-04T17:30:00+01:00;4;7;2023;2023-07-04;17:30;0.43939634174816206;0.8336272439257033;0.8934881857177417;0.83928367659472;0.6723102478143501
140;2023-07-05T19:15:00+01:00;5;7;2023;2023-07-05;19:15;0.49402761906345866;0.792649628340393;0.9185547228840192;0.565928781398742;0.6874596591276327
141;2023-07-06T13:00:00+01:00;6;7;2023;2023-07-06;13:00;0.4523087777132359;0.7744533491476425;0.8136963676573227;0.6675069350276223;0.6478050877224821
142;2023-07-06T16:15:00+01:00;6;7;2023;2023-07-06;16:15;0.42784965707593053;0.8639564432580601;0.8485601461912408;0.5469700031631495;0.6559153781131147
143;2023-07-08T07:30:00+01:00;8;7;2023;2023-07-08;07:30;0.3087521532766669;0.554180420812033;0.8402598397799768;0.7933989329204811;0.4934766622303937
144;2023-07-09T11:45:00+01:00;9;7;2023;2023-07-09;11:45;0.40330642051444443;0.43479590405940516;0.7651280859744254;0.672744228171101;0.5091593510172695
145;2023-07-09T16:15:00+01:00;9;7;2023;2023-07-09;16:15;0.34354003610828365;0.4483916645674905;0.770116560885131;0.858181623021927;0.48149497330203594
146;2023-07-11T11:45:00+01:00;11;7;2023;2023-07-11;11:45;0.4509247161095769;0.866248777703271;0.7963947432343448;0.3554502599563721;0.6584296628824177
147;2023-07-13T00:30:00+01:00;13;7;2023;2023-07-13;00:30;0.3870718199603731;0.6389263404848335;0.8857335521787666;0.5317857424021623;0.564560678732091
148;2023-07-14T18:00:00+01:00;14;7;2023;2023-07-14;18:00;0.4734379537061716;0.8482826693836508;0.9145958017106451;0.5819926284206061;0.690343371497531
149;2023-07-15T03:00:00+01:00;15;7;2023;2023-07-15;03:00;0.32959502734484714;0.5568560761819549;0.8731416493792233;0.4766355250585284;0.49753846779167793
150;2023-07-15T17:00:00+01:00;15;7;2023;2023-07-15;17:00;0.388379810036559;0.5002682087486916;0.8057943577515245;0.4938700124363816;0.5145710888509457
151;2023-07-18T15:45:00+01:00;18;7;2023;2023-07-18;15:45;0.4339698641550171;0.8839687806460315;0.8453642025725335;0.5585869061225409;0.6661988190571704
152;2023-07-18T18:15:00+01:00;18;7;2023;2023-07-18;18:15;0.4529235141652291;0.8238695039700478;0.8619072030150285;0.5676178803619006;0.6632666141313516
153;2023-07-19T22:45:00+01:00;19;7;2023;2023-07-19;22:45;0.49081427838235486;0.7033091320838756;0.8462948368325148;0.5736029062685806;0.651852647981649
154;2023-07-21T05:45:00+01:00;21;7;2023;2023-07-21;05:45;0.3001435056576106;0.6100117218498797;0.859924461527144;0.4844906088861638;0.49238705990538345
155;2023-07-21T22:45:00+01:00;21;7;2023;2023-07-21;22:45;0.47209815310815206;0.6623134532026245;0.841469559296448;0.48718015920450747;0.622660648046776
156;2023-07-23T08:30:00+01:00;23;7;2023;2023-07-23;08:30;0.322210198612139;0.4280804364616752;0.7470511325368772;0.5309458610645461;0.44407878557145486
157;2023-07-23T15:00:00+01:00;23;7;2023;2023-07-23;15:00;0.3602427364163927;0.44002056016123176;0.7244856351324926;0.5410081766286311;0.4715693683971581
158;2023-07-24T18:30:00+01:00;24;7;2023;2023-07-24;18:30;0.4411421405887693;0.7613942429918481;0.8540345182818756;0.5171726647591238;0.6336989383524461
159;2023-07-24T19:15:00+01:00;24;7;2023;2023-07-24;19:15;0.4751093023512956;0.7601303644768118;0.8724862813005732;0.5516283822062568;0.6597265951264429
160;2023-07-25T06:45:00+01:00;25;7;2023;2023-07-25;06:45;0.289779879424762;0.6540631436937178;0.8720126473820834;0.34970322403251786;0.49363189665113505
161;2023-07-28T15:30:00+01:00;28;7;2023;2023-07-28;15:30;0.4455471283306819;0.8429967576832207;0.8538497175917846;0.5361523505156243;0.6617311999666966
162;2023-07-29T03:30:00+01:00;29;7;2023;2023-07-29;03:30;0.31942066459879814;0.5415123160918961;0.8209098550285113;0.4660442975857409;0.48037286685244973
163;2023-07-29T20:00:00+01:00;29;7;2023;2023-07-29;20:00;0.4972061139537483;0.5554825125637025;0.765980281583723;0.5240778941848018;0.6020293679081778
164;2023-07-31T22:00:00+01:00;31;7;2023;2023-07-31;22:00;0.5195843636878068;0.6920033637277204;0.8062925312593323;0.4756910437031225;0.6595935013309482
165;2023-08-02T05:30:00+01:00;2;8;2023;2023-08-02;05:30;0.31325367590716635;0.5759910699652723;0.7901315036649075;0.5015095713798234;0.4849214931013719
166;2023-08-02T20:30:00+01:00;2;8;2023;2023-08-02;20:30;0.5374155842520919;0.7357079621363789;0.837286126074543;0.7187537184930927;0.6986177032343762
167;2023-08-03T13:45:00+01:00;3;8;2023;2023-08-03;13:45;0.43335118191685895;0.7233629872075497;0.7552280946211415;0.4539325961479811;0.6043839133082213
