Trimestre;Distrito;Concelho;Freguesias;Escalão de potência instalada (kW);Número de instalacões;Potência total instalada UPAC (kW);Código Distrito;Código Concelho;Código Freguesia
2023T3;Porto;Vila do Conde;Junqueira;]4, 20.7];6;52.63;13;1316;131612
2023T3;Porto;Vila do Conde;Vila Chã;]4, 20.7];3;33.08;13;1316;131627
2023T3;Porto;Vila do Conde;Retorta e Tougues;]4, 20.7];2;22.12;13;1316;131634
2023T3;Porto;Vila Nova de Gaia;Canidelo;]4, 20.7];8;73.65;13;1317;131704
2023T3;Porto;Vila Nova de Gaia;Madalena;]4, 20.7];11;100.96;13;1317;131709
2023T3;Porto;Vila Nova de Gaia;Oliveira do Douro;]4, 20.7];6;68.68;13;1317;131712
2023T3;Porto;Vila Nova de Gaia;São Félix da Marinha;]4, 20.7];9;93.07;13;1317;131717
2023T3;Porto;Vila Nova de Gaia;Vilar de Andorinho;]4, 20.7];6;50.2;13;1317;131723
2023T3;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;]4, 20.7];19;188.09;13;1317;131726
2023T3;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;]4, 20.7];11;123.68;13;1317;131728
2023T3;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;]4, 20.7];16;151.89;13;1317;131730
2023T3;Porto;Trofa;Coronado (São Romão e São Mamede);]4, 20.7];11;127.54;13;1318;131811
2023T3;Santarém;Abrantes;Mouriscas;]4, 20.7];3;32.66;14;1401;140106
2023T3;Santarém;Abrantes;Pego;]4, 20.7];5;29.26;14;1401;140107
2023T3;Santarém;Abrantes;Rio de Moinhos;]4, 20.7];2;10.46;14;1401;140108
2023T3;Santarém;Abrantes;Alvega e Concavada;]4, 20.7];2;35.0;14;1401;140122
2023T3;Santarém;Abrantes;São Facundo e Vale de Mós;]4, 20.7];1;6.84;14;1401;140123
2023T3;Santarém;Alcanena;Bugalhos;]4, 20.7];1;12.0;14;1402;140202
2023T3;Santarém;Alcanena;Minde;]4, 20.7];3;28.0;14;1402;140206
2023T3;Santarém;Alcanena;Moitas Venda;]4, 20.7];1;6.0;14;1402;140207
2023T3;Santarém;Alcanena;Alcanena e Vila Moreira;]4, 20.7];6;82.36;14;1402;140211
2023T3;Santarém;Almeirim;Benfica do Ribatejo;]4, 20.7];5;47.4;14;1403;140302
2023T3;Santarém;Cartaxo;Valada;]4, 20.7];2;17.0;14;1406;140605
2023T3;Santarém;Cartaxo;Vila Chã de Ourique;]4, 20.7];3;50.0;14;1406;140607
2023T3;Santarém;Cartaxo;Vale da Pedra;]4, 20.7];1;6.0;14;1406;140608
2023T3;Santarém;Chamusca;Vale de Cavalos;]4, 20.7];4;55.0;14;1407;140705
2023T3;Santarém;Chamusca;Chamusca e Pinheiro Grande;]4, 20.7];8;64.61;14;1407;140708
2023T3;Santarém;Coruche;Couço;]4, 20.7];5;63.36;14;1409;140902
2023T3;Santarém;Coruche;São José da Lamarosa;]4, 20.7];5;63.71;14;1409;140903
2023T3;Santarém;Coruche;Santana do Mato;]4, 20.7];3;34.24;14;1409;140908
2023T3;Santarém;Entroncamento;São João Baptista;]4, 20.7];1;8.84;14;1410;141001
2023T3;Santarém;Ferreira do Zêzere;Ferreira do Zêzere;]4, 20.7];5;40.04;14;1411;141106
2023T3;Santarém;Mação;Cardigos;]4, 20.7];2;17.92;14;1413;141303
2023T3;Santarém;Rio Maior;Arrouquelas;]4, 20.7];5;30.92;14;1414;141402
2023T3;Santarém;Rio Maior;Fráguas;]4, 20.7];4;36.34;14;1414;141405
2023T3;Santarém;Rio Maior;Rio Maior;]4, 20.7];16;225.03;14;1414;141408
2023T3;Santarém;Rio Maior;São João da Ribeira e Ribeira de São João;]4, 20.7];1;10.8;14;1414;141418
2023T3;Santarém;Santarém;Moçarria;]4, 20.7];2;10.0;14;1416;141613
2023T3;Santarém;Santarém;Vale de Santarém;]4, 20.7];6;51.99;14;1416;141625
2023T3;Santarém;Santarém;Gançaria;]4, 20.7];1;16.05;14;1416;141628
2023T3;Santarém;Santarém;Achete, Azoia de Baixo e Póvoa de Santarém;]4, 20.7];10;106.05;14;1416;141629
2023T3;Santarém;Tomar;São Pedro de Tomar;]4, 20.7];5;48.82;14;1418;141813
2023T3;Santarém;Tomar;Além da Ribeira e Pedreira;]4, 20.7];1;15.6;14;1418;141817
2023T3;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;]4, 20.7];15;140.54;14;1418;141821
2023T3;Santarém;Torres Novas;Assentiz;]4, 20.7];3;20.8;14;1419;141902
2023T3;Santarém;Torres Novas;Pedrógão;]4, 20.7];2;24.3;14;1419;141909
2023T3;Braga;Póvoa de Lanhoso;Covelas;]0, 4];12;13.42;03;0309;030906
2023T3;Braga;Póvoa de Lanhoso;Galegos;]0, 4];25;39.55;03;0309;030912
2023T3;Braga;Póvoa de Lanhoso;Geraz do Minho;]0, 4];18;31.69;03;0309;030914
2023T3;Braga;Póvoa de Lanhoso;São João de Rei;]0, 4];13;16.86;03;0309;030923
2023T3;Braga;Póvoa de Lanhoso;Taíde;]0, 4];57;92.27;03;0309;030926
2023T3;Braga;Póvoa de Lanhoso;Campos e Louredo;]0, 4];55;76.61;03;0309;030932
2023T3;Braga;Terras de Bouro;Campo do Gerês;]0, 4];7;12.72;03;0310;031003
2023T3;Braga;Terras de Bouro;Moimenta;]0, 4];7;10.82;03;0310;031010
2023T3;Braga;Terras de Bouro;Souto;]0, 4];27;45.59;03;0310;031014
2023T3;Braga;Terras de Bouro;Chamoim e Vilar;]0, 4];2;4.68;03;0310;031018
2023T3;Braga;Terras de Bouro;Cibões e Brufe;]0, 4];6;9.55;03;0310;031020
2023T3;Braga;Vieira do Minho;Cantelães;]0, 4];14;23.65;03;0311;031105
2023T3;Braga;Vieira do Minho;Eira Vedra;]0, 4];17;22.87;03;0311;031107
2023T3;Braga;Vieira do Minho;Mosteiro;]0, 4];11;23.34;03;0311;031110
2023T3;Braga;Vieira do Minho;Parada de Bouro;]0, 4];9;11.63;03;0311;031111
2023T3;Braga;Vieira do Minho;Anissó e Soutelo;]0, 4];1;0.88;03;0311;031122
2023T3;Braga;Vieira do Minho;Ruivães e Campos;]0, 4];6;13.27;03;0311;031125
2023T3;Braga;Vila Nova de Famalicão;Brufe;]0, 4];66;91.81;03;0312;031206
2023T3;Braga;Vila Nova de Famalicão;Castelões;]0, 4];92;91.9;03;0312;031210
2023T3;Braga;Vila Nova de Famalicão;Cruz;]0, 4];88;94.33;03;0312;031212
2023T3;Braga;Vila Nova de Famalicão;Landim;]0, 4];56;70.66;03;0312;031221
2023T3;Braga;Vila Nova de Famalicão;Louro;]0, 4];3;3.24;03;0312;031223
2023T3;Braga;Vila Nova de Famalicão;Pedome;]0, 4];58;53.21;03;0312;031230
2023T3;Braga;Vila Nova de Famalicão;Pousada de Saramagos;]0, 4];75;75.69;03;0312;031232
2023T3;Braga;Vila Nova de Famalicão;Riba de Ave;]0, 4];72;94.93;03;0312;031234
2023T3;Braga;Vila Nova de Famalicão;Oliveira (Santa Maria);]0, 4];100;131.25;03;0312;031239
2023T3;Braga;Vila Nova de Famalicão;Arnoso (Santa Maria e Santa Eulália) e Sezures;]0, 4];93;144.54;03;0312;031251
2023T3;Braga;Vila Nova de Famalicão;Carreira e Bente;]0, 4];17;27.71;03;0312;031253
2023T3;Braga;Vila Nova de Famalicão;Seide;]0, 4];28;34.65;03;0312;031258
2023T3;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;]0, 4];342;422.67;03;0312;031260
2023T3;Braga;Vila Verde;Cabanelas;]0, 4];59;71.19;03;0313;031308
2023T3;Braga;Vila Verde;Gême;]0, 4];14;17.04;03;0313;031317
2023T3;Braga;Vila Verde;Pico;]0, 4];11;19.41;03;0313;031335
2023T3;Braga;Vila Verde;Sabariz;]0, 4];18;23.03;03;0313;031340
2023T3;Braga;Vila Verde;Soutelo;]0, 4];100;127.07;03;0313;031352
2023T3;Braga;Vila Verde;Turiz;]0, 4];76;93.64;03;0313;031354
2023T3;Braga;Vila Verde;Valdreu;]0, 4];10;9.95;03;0313;031355
2023T3;Braga;Vila Verde;Carreiras (São Miguel) e Carreiras (Santiago);]0, 4];17;25.89;03;0313;031361
2023T3;Braga;Vila Verde;Esqueiros, Nevogilde e Travassós;]0, 4];28;47.0;03;0313;031363
2023T3;Braga;Vizela;Infias;]0, 4];82;82.26;03;0314;031404
2023T3;Braga;Vizela;Tagilde e Vizela (São Paio);]0, 4];156;182.89;03;0314;031409
2023T3;Bragança;Alfândega da Fé;Cerejais;]0, 4];2;1.88;04;0401;040103
2023T3;Bragança;Alfândega da Fé;Ferradosa e Sendim da Serra;]0, 4];1;1.5;04;0401;040123
2023T3;Bragança;Alfândega da Fé;Gebelim e Soeima;]0, 4];5;10.22;04;0401;040124
2023T3;Bragança;Bragança;Baçal;]0, 4];24;40.28;04;0402;040204
2023T3;Bragança;Bragança;Castro de Avelãs;]0, 4];20;37.75;04;0402;040209
2023T3;Bragança;Bragança;Mós;]0, 4];2;1.67;04;0402;040224
2023T3;Bragança;Bragança;Outeiro;]0, 4];1;0.1;04;0402;040226
2023T3;Bragança;Bragança;Pinela;]0, 4];2;2.4;04;0402;040230
2023T3;Bragança;Bragança;Quintela de Lampaças;]0, 4];6;5.28;04;0402;040233
2023T3;Bragança;Bragança;Salsas;]0, 4];3;8.38;04;0402;040239
2023T3;Bragança;Bragança;Samil;]0, 4];54;110.61;04;0402;040240
2023T3;Bragança;Bragança;Serapicos;]0, 4];5;9.2;04;0402;040247
2023T3;Bragança;Bragança;Sortes;]0, 4];5;9.26;04;0402;040248
2023T3;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;]0, 4];15;22.87;04;0402;040252
2023T3;Bragança;Bragança;Parada e Failde;]0, 4];15;22.57;04;0402;040253
2023T3;Bragança;Carrazeda de Ansiães;Pereiros;]0, 4];5;7.55;04;0403;040312
2023T3;Bragança;Carrazeda de Ansiães;Seixo de Ansiães;]0, 4];9;10.37;04;0403;040316
2023T3;Bragança;Carrazeda de Ansiães;Vilarinho da Castanheira;]0, 4];4;5.69;04;0403;040318
2023T3;Bragança;Carrazeda de Ansiães;Amedo e Zedes;]0, 4];6;11.73;04;0403;040320
2023T3;Bragança;Carrazeda de Ansiães;Belver e Mogo de Malta;]0, 4];3;4.11;04;0403;040321
2023T3;Bragança;Carrazeda de Ansiães;Castanheiro do Norte e Ribalonga;]0, 4];12;11.91;04;0403;040322
2023T3;Bragança;Carrazeda de Ansiães;Lavandeira, Beira Grande e Selores;]0, 4];2;1.36;04;0403;040323
2023T3;Bragança;Freixo de Espada À Cinta;Poiares;]0, 4];6;6.6;04;0404;040406
2023T3;Bragança;Freixo de Espada À Cinta;Lagoaça e Fornos;]0, 4];12;18.66;04;0404;040408
2023T3;Bragança;Macedo de Cavaleiros;Carrapatas;]0, 4];4;5.67;04;0405;040507
2023T3;Bragança;Macedo de Cavaleiros;Cortiços;]0, 4];10;12.49;04;0405;040510
2023T3;Bragança;Macedo de Cavaleiros;Corujas;]0, 4];1;3.0;04;0405;040511
2023T3;Bragança;Macedo de Cavaleiros;Grijó;]0, 4];9;10.16;04;0405;040515
2023T3;Bragança;Macedo de Cavaleiros;Lamas;]0, 4];7;9.56;04;0405;040518
2023T3;Bragança;Macedo de Cavaleiros;Lombo;]0, 4];2;4.98;04;0405;040519
2023T3;Bragança;Macedo de Cavaleiros;Macedo de Cavaleiros;]0, 4];76;119.07;04;0405;040520
2023T3;Bragança;Macedo de Cavaleiros;Peredo;]0, 4];2;5.15;04;0405;040524
2023T3;Bragança;Macedo de Cavaleiros;Salselas;]0, 4];10;9.79;04;0405;040526
2023T3;Bragança;Macedo de Cavaleiros;Sezulfe;]0, 4];10;12.99;04;0405;040528
2023T3;Bragança;Macedo de Cavaleiros;Vale da Porca;]0, 4];8;12.08;04;0405;040533
2023T3;Bragança;Macedo de Cavaleiros;Ala e Vilarinho do Monte;]0, 4];7;14.44;04;0405;040539
2023T3;Bragança;Macedo de Cavaleiros;Podence e Santa Combinha;]0, 4];6;7.84;04;0405;040543
2023T3;Bragança;Miranda do douro;Duas Igrejas;]0, 4];6;8.21;04;0406;040604
2023T3;Bragança;Miranda do douro;Miranda do Douro;]0, 4];36;67.05;04;0406;040608
2023T3;Bragança;Miranda do douro;Vila Chã de Braciosa;]0, 4];5;6.33;04;0406;040616
2023T3;Bragança;Miranda do douro;Sendim e Atenor;]0, 4];14;23.58;04;0406;040620
2023T3;Bragança;Mirandela;Abambres;]0, 4];13;16.83;04;0407;040701
2023T3;Bragança;Mirandela;Abreiro;]0, 4];1;0.87;04;0407;040702
2023T3;Bragança;Mirandela;Bouça;]0, 4];4;4.59;04;0407;040708
2023T3;Bragança;Mirandela;Cedães;]0, 4];5;7.39;04;0407;040712
2023T3;Bragança;Mirandela;Fradizela;]0, 4];8;6.97;04;0407;040714
2023T3;Bragança;Mirandela;Torre de Dona Chama;]0, 4];14;26.47;04;0407;040730
2023T3;Bragança;Mirandela;Vale de Salgueiro;]0, 4];7;9.43;04;0407;040733
2023T3;Bragança;Mirandela;Avidagos, Navalho e Pereira;]0, 4];5;11.29;04;0407;040739
2023T3;Bragança;Mirandela;Barcel, Marmelos e Valverde da Gestosa;]0, 4];8;9.62;04;0407;040740
2023T3;Bragança;Mirandela;Freixeda e Vila Verde;]0, 4];2;1.8;04;0407;040742
2023T3;Bragança;Mogadouro;Azinhoso;]0, 4];1;1.8;04;0408;040801
2023T3;Bragança;Mogadouro;Castelo Branco;]0, 4];1;0.75;04;0408;040807
2023T3;Bragança;Mogadouro;Travanca;]0, 4];5;5.12;04;0408;040820
2023T3;Bragança;Mogadouro;Vale da Madre;]0, 4];3;3.23;04;0408;040822
2023T3;Bragança;Mogadouro;Mogadouro, Valverde, Vale de Porco e Vilar de Rei;]0, 4];36;56.6;04;0408;040830
2023T3;Bragança;Torre de Moncorvo;Lousa;]0, 4];1;0.35;04;0409;040911
2023T3;Bragança;Torre de Moncorvo;Felgar e Souto da Velha;]0, 4];8;12.5;04;0409;040919
2023T3;Bragança;Vila Flor;Roios;]0, 4];1;0.72;04;0410;041009
2023T3;Bragança;Vila Flor;Samões;]0, 4];6;14.6;04;0410;041010
2023T3;Bragança;Vimioso;Pinelo;]0, 4];3;6.26;04;0411;041109
2023T3;Bragança;Vimioso;Santulhão;]0, 4];21;34.91;04;0411;041110
2023T3;Bragança;Vimioso;Algoso, Campo de Víboras e Uva;]0, 4];17;23.28;04;0411;041115
2023T3;Bragança;Vimioso;Vale de Frades e Avelanoso;]0, 4];8;12.23;04;0411;041117
2023T3;Bragança;Vinhais;Santalha;]0, 4];2;2.61;04;0412;041221
2023T3;Bragança;Vinhais;Tuizelo;]0, 4];7;7.0;04;0412;041226
2023T3;Bragança;Vinhais;Vale das Fontes;]0, 4];8;9.46;04;0412;041227
2023T3;Bragança;Vinhais;Quirás e Pinheiro Novo;]0, 4];3;2.27;04;0412;041239
2023T3;Bragança;Vinhais;Sobreiro de Baixo e Alvaredos;]0, 4];5;7.14;04;0412;041240
2023T3;Castelo Branco;Belmonte;Inguias;]0, 4];17;26.82;05;0501;050104
2023T3;Castelo Branco;Belmonte;Maçainhas;]0, 4];12;12.57;05;0501;050105
2023T3;Castelo Branco;Belmonte;Belmonte e Colmeal da Torre;]0, 4];58;90.41;05;0501;050106
2023T3;Castelo Branco;Castelo Branco;Tinalhas;]0, 4];9;23.83;05;0502;050225
2023T3;Castelo Branco;Castelo Branco;Cebolais de Cima e Retaxo;]0, 4];55;61.05;05;0502;050226
2023T3;Castelo Branco;Covilhã;Boidobra;]0, 4];108;143.43;05;0503;050305
2023T3;Castelo Branco;Covilhã;Paul;]0, 4];34;45.65;05;0503;050314
2023T3;Castelo Branco;Covilhã;Sobral de São Miguel;]0, 4];8;10.92;05;0503;050322
2023T3;Castelo Branco;Covilhã;Verdelhos;]0, 4];11;12.58;05;0503;050327
2023T3;Castelo Branco;Covilhã;Cantar-Galo e Vila do Carvalho;]0, 4];41;51.42;05;0503;050333
2023T3;Castelo Branco;Covilhã;Peso e Vales do Rio;]0, 4];43;66.84;05;0503;050336
2023T3;Castelo Branco;Covilhã;Teixoso e Sarzedo;]0, 4];64;104.53;05;0503;050337
2023T3;Castelo Branco;Fundão;Alcaide;]0, 4];14;21.15;05;0504;050401
2023T3;Castelo Branco;Fundão;Alcaria;]0, 4];26;37.35;05;0504;050402
2023T3;Castelo Branco;Fundão;Capinha;]0, 4];12;18.63;05;0504;050411
2023T3;Castelo Branco;Fundão;Silvares;]0, 4];14;22.7;05;0504;050424
2023T3;Castelo Branco;Fundão;Souto da Casa;]0, 4];15;19.26;05;0504;050426
2023T3;Castelo Branco;Fundão;Enxames;]0, 4];8;9.83;05;0504;050431
2023T3;Castelo Branco;Fundão;Três Povos;]0, 4];17;26.16;05;0504;050432
2023T3;Castelo Branco;Idanha-a-Nova;Oledo;]0, 4];4;7.71;05;0505;050509
2023T3;Castelo Branco;Idanha-a-Nova;Rosmaninhal;]0, 4];8;8.27;05;0505;050512
2023T3;Castelo Branco;Idanha-a-Nova;Idanha-a-Nova e Alcafozes;]0, 4];47;75.01;05;0505;050518
2023T3;Castelo Branco;Idanha-a-Nova;Monfortinho e Salvaterra do Extremo;]0, 4];17;20.13;05;0505;050519
2023T3;Castelo Branco;Idanha-a-Nova;Zebreira e Segura;]0, 4];11;22.53;05;0505;050521
2023T3;Castelo Branco;Oleiros;Sobral;]0, 4];1;3.7;05;0506;050611
2023T3;Castelo Branco;Penamacor;Benquerença;]0, 4];18;26.06;05;0507;050706
2023T3;Guarda;Manteigas;Manteigas (São Pedro);]0, 4];16;23.47;09;0908;090803
2023T3;Guarda;Mêda;Aveloso;]0, 4];1;0.34;09;0909;090901
2023T3;Guarda;Mêda;Longroiva;]0, 4];4;7.32;09;0909;090907
2023T3;Guarda;Mêda;Marialva;]0, 4];5;13.02;09;0909;090908
2023T3;Guarda;Mêda;Poço do Canto;]0, 4];2;4.66;09;0909;090912
2023T3;Guarda;Mêda;Rabaçal;]0, 4];1;0.6;09;0909;090914
2023T3;Guarda;Mêda;Ranhados;]0, 4];1;1.05;09;0909;090915
2023T3;Guarda;Pinhel;Manigoto;]0, 4];6;9.82;09;0910;091014
2023T3;Guarda;Pinhel;Alverca da Beira/Bouça Cova;]0, 4];2;1.67;09;0910;091029
2023T3;Guarda;Pinhel;Terras de Massueime;]0, 4];3;4.76;09;0910;091030
2023T3;Guarda;Sabugal;Baraçal;]0, 4];2;3.09;09;0911;091109
2023T3;Guarda;Sabugal;Casteleiro;]0, 4];3;5.78;09;0911;091112
2023T3;Guarda;Sabugal;Malcata;]0, 4];6;8.22;09;0911;091118
2023T3;Guarda;Sabugal;Nave;]0, 4];4;3.21;09;0911;091120
2023T3;Guarda;Sabugal;Quintas de São Bartolomeu;]0, 4];5;11.79;09;0911;091124
2023T3;Guarda;Sabugal;Rapoula do Côa;]0, 4];2;3.99;09;0911;091125
2023T3;Guarda;Sabugal;Souto;]0, 4];17;40.08;09;0911;091134
2023T3;Guarda;Sabugal;Vale de Espinho;]0, 4];9;12.92;09;0911;091136
2023T3;Guarda;Sabugal;Vila Boa;]0, 4];1;3.99;09;0911;091138
2023T3;Guarda;Sabugal;Vila do Touro;]0, 4];2;7.4;09;0911;091139
2023T3;Guarda;Sabugal;Pousafoles do Bispo, Pena Lobo e Lomba;]0, 4];5;3.21;09;0911;091143
2023T3;Guarda;Sabugal;Sabugal e Aldeia de Santo António;]0, 4];55;115.89;09;0911;091145
2023T3;Guarda;Seia;Sabugueiro;]0, 4];8;12.41;09;0912;091210
2023T3;Guarda;Seia;Sandomil;]0, 4];13;17.34;09;0912;091212
2023T3;Guarda;Seia;Sazes da Beira;]0, 4];4;3.81;09;0912;091219
2023T3;Guarda;Seia;Travancinha;]0, 4];6;9.72;09;0912;091224
2023T3;Guarda;Seia;Valezim;]0, 4];4;6.05;09;0912;091225
2023T3;Guarda;Seia;Vila Cova à Coelheira;]0, 4];4;3.5;09;0912;091228
2023T3;Guarda;Seia;Torrozelo e Folhadosa;]0, 4];10;17.0;09;0912;091234
2023T3;Guarda;Trancoso;Vilares e Carnicães;]0, 4];5;4.22;09;0913;091335
2023T3;Guarda;Vila Nova de Foz Côa;Castelo Melhor;]0, 4];2;3.22;09;0914;091402
2023T3;Guarda;Vila Nova de Foz Côa;Cedovim;]0, 4];2;1.65;09;0914;091403
2023T3;Guarda;Vila Nova de Foz Côa;Horta;]0, 4];5;14.51;09;0914;091407
2023T3;Guarda;Vila Nova de Foz Côa;Seixas;]0, 4];2;2.19;09;0914;091415
2023T3;Guarda;Vila Nova de Foz Côa;Touça;]0, 4];3;4.65;09;0914;091416
2023T3;Guarda;Vila Nova de Foz Côa;Freixo de Numão;]0, 4];4;8.45;09;0914;091418
2023T3;Guarda;Vila Nova de Foz Côa;Vila Nova de Foz Côa;]0, 4];43;60.04;09;0914;091419
2023T3;Leiria;Alcobaça;Bárrio;]0, 4];42;80.43;10;1001;100104
2023T3;Leiria;Alcobaça;Benedita;]0, 4];155;235.9;10;1001;100105
2023T3;Leiria;Alcobaça;Maiorga;]0, 4];30;45.3;10;1001;100109
2023T3;Leiria;Alcobaça;Alcobaça e Vestiaria;]0, 4];78;121.54;10;1001;100121
2023T3;Leiria;Alcobaça;Pataias e Martingança;]0, 4];195;323.06;10;1001;100123
2023T3;Leiria;Alvaiázere;Maçãs de Dona Maria;]0, 4];27;41.17;10;1002;100204
2023T3;Leiria;Alvaiázere;Alvaiázere;]0, 4];17;30.96;10;1002;100208
2023T3;Leiria;Ansião;Santiago da Guarda;]0, 4];48;79.75;10;1003;100307
2023T3;Leiria;Batalha;Golpilheira;]0, 4];40;70.29;10;1004;100404
2023T3;Leiria;Bombarral;Bombarral e Vale Covo;]0, 4];126;188.79;10;1005;100506
2023T3;Leiria;Caldas da Rainha;A dos Francos;]0, 4];34;55.62;10;1006;100601
2023T3;Leiria;Caldas da Rainha;Alvorninha;]0, 4];69;108.05;10;1006;100602
2023T3;Leiria;Caldas da Rainha;Landal;]0, 4];12;12.62;10;1006;100607
2023T3;Leiria;Caldas da Rainha;Nadadouro;]0, 4];94;190.42;10;1006;100608
2023T3;Leiria;Caldas da Rainha;Vidais;]0, 4];24;39.62;10;1006;100615
2023T3;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;]0, 4];191;316.67;10;1006;100617
2023T3;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;]0, 4];100;184.37;10;1006;100618
2023T3;Leiria;Caldas da Rainha;Tornada e Salir do Porto;]0, 4];144;232.22;10;1006;100619
2023T3;Leiria;Figueiró dos Vinhos;Aguda;]0, 4];14;22.5;10;1008;100801
2023T3;Leiria;Leiria;Amor;]0, 4];194;361.59;10;1009;100901
2023T3;Leiria;Leiria;Arrabal;]0, 4];86;132.92;10;1009;100902
2023T3;Leiria;Leiria;Maceira;]0, 4];302;527.08;10;1009;100913
2023T3;Leiria;Leiria;Regueira de Pontes;]0, 4];110;172.84;10;1009;100921
2023T3;Leiria;Leiria;Colmeias e Memória;]0, 4];93;178.44;10;1009;100932
2023T3;Leiria;Leiria;Marrazes e Barosa;]0, 4];385;617.66;10;1009;100934
2023T3;Leiria;Nazaré;Famalicão;]0, 4];59;99.21;10;1011;101101
2023T3;Leiria;Nazaré;Nazaré;]0, 4];141;209.14;10;1011;101102
2023T3;Leiria;Nazaré;Valado dos Frades;]0, 4];51;72.98;10;1011;101103
2023T3;Leiria;Óbidos;Olho Marinho;]0, 4];28;46.86;10;1012;101203
2023T3;Leiria;Óbidos;Gaeiras;]0, 4];66;91.87;10;1012;101208
2023T3;Leiria;Pedrógão Grande;Vila Facaia;]0, 4];15;16.09;10;1013;101303
2023T3;Leiria;Peniche;Serra d'El-Rei;]0, 4];47;67.34;10;1014;101405
2023T3;Leiria;Peniche;Peniche;]0, 4];82;110.79;10;1014;101407
2023T3;Leiria;Pombal;Abiul;]0, 4];28;48.23;10;1015;101501
2023T3;Leiria;Pombal;Almagreira;]0, 4];57;115.87;10;1015;101503
2023T3;Leiria;Pombal;Pombal;]0, 4];281;542.89;10;1015;101509
2023T3;Leiria;Pombal;Redinha;]0, 4];43;76.14;10;1015;101510
2023T3;Leiria;Pombal;Vermoil;]0, 4];47;87.78;10;1015;101513
2023T3;Leiria;Pombal;Guia, Ilha e Mata Mourisca;]0, 4];138;262.38;10;1015;101518
2023T3;Leiria;Porto de Mós;Pedreiras;]0, 4];52;77.1;10;1016;101609
2023T3;Leiria;Porto de Mós;Serro Ventoso;]0, 4];16;30.43;10;1016;101613
2023T3;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;]0, 4];100;176.34;10;1016;101614
2023T3;Lisboa;Alenquer;Ventosa;]0, 4];37;51.76;11;1101;110113
2023T3;Lisboa;Alenquer;Abrigada e Cabanas de Torres;]0, 4];136;148.4;11;1101;110117
2023T3;Lisboa;Alenquer;Aldeia Galega da Merceana e Aldeia Gavinha;]0, 4];55;78.29;11;1101;110118
2023T3;Lisboa;Alenquer;Carregado e Cadafais;]0, 4];155;235.15;11;1101;110120
2023T3;Lisboa;Alenquer;Ribafria e Pereiro de Palhacana;]0, 4];46;75.1;11;1101;110121
2023T3;Lisboa;Arruda dos Vinhos;Arruda dos Vinhos;]0, 4];175;271.48;11;1102;110202
2023T3;Lisboa;Arruda dos Vinhos;S. Tiago dos Velhos;]0, 4];36;60.98;11;1102;110204
2023T3;Lisboa;Azambuja;Vale do Paraíso;]0, 4];28;31.49;11;1103;110306
2023T3;Lisboa;Cadaval;Peral;]0, 4];18;20.95;11;1104;110407
2023T3;Lisboa;Cadaval;Vermelha;]0, 4];34;44.59;11;1104;110409
2023T3;Lisboa;Cascais;Alcabideche;]0, 4];764;1116.66;11;1105;110501
2023T3;Lisboa;Lisboa;Ajuda;]0, 4];62;73.31;11;1106;110601
2023T3;Lisboa;Lisboa;Beato;]0, 4];43;47.84;11;1106;110607
2023T3;Lisboa;Lisboa;Benfica;]0, 4];76;107.89;11;1106;110608
2023T3;Lisboa;Lisboa;Carnide;]0, 4];12;25.05;11;1106;110611
2023T3;Lisboa;Lisboa;Olivais;]0, 4];170;264.62;11;1106;110633
2023T3;Lisboa;Lisboa;São Domingos de Benfica;]0, 4];22;27.58;11;1106;110639
2023T3;Lisboa;Lisboa;Estrela;]0, 4];19;42.49;11;1106;110660
2023T3;Lisboa;Lisboa;Misericórdia;]0, 4];3;5.18;11;1106;110661
2023T3;Lisboa;Lisboa;Parque das Nações;]0, 4];24;45.92;11;1106;110662
2023T3;Lisboa;Lisboa;Santa Clara;]0, 4];16;30.73;11;1106;110664
2023T3;Lisboa;Loures;Moscavide e Portela;]0, 4];9;13.27;11;1107;110726
2023T3;Lisboa;Lourinhã;Moita dos Ferreiros;]0, 4];38;69.19;11;1108;110803
2023T3;Lisboa;Lourinhã;Reguengo Grande;]0, 4];33;51.34;11;1108;110805
2023T3;Lisboa;Mafra;Ericeira;]0, 4];284;442.09;11;1109;110906
2023T3;Lisboa;Mafra;Mafra;]0, 4];516;813.4;11;1109;110909
2023T3;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;]0, 4];95;166.93;11;1110;111012
2023T3;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;]0, 4];414;652.41;11;1110;111014
2023T3;Lisboa;Sintra;Colares;]0, 4];209;358.69;11;1111;111105
2023T3;Lisboa;Sintra;Rio de Mouro;]0, 4];414;545.5;11;1111;111108
2023T3;Lisboa;Sintra;Almargem do Bispo, Pêro Pinheiro e Montelavar;]0, 4];300;418.65;11;1111;111123
